from,to,weight
23mbj83y,gcfrvnrq,1
23mbj83y,ezfvh1yd,1
23mbj83y,2gm2vp7w,1
23mbj83y,dlpw2qhs,1
23mbj83y,6mf4wd2z,1
23mbj83y,ky74qsy5,1
23mbj83y,guoa029e,1
23mbj83y,8qkm4op5,1
gcfrvnrq,b98i0q0c,1
gcfrvnrq,pv34xizl,1
gcfrvnrq,vnnwzoon,1
gcfrvnrq,noos3nra,1
gcfrvnrq,gauukniy,1
gcfrvnrq,23mbj83y,1
gcfrvnrq,wo215i77,1
gcfrvnrq,hdlqwv5w,1
gcfrvnrq,ezfvh1yd,1
gcfrvnrq,zcuavqv2,1
fyzi3ukn,we8zkaxp,1
fyzi3ukn,7k9j75ig,1
fyzi3ukn,li1ct8kz,3
fyzi3ukn,pv34xizl,1
fyzi3ukn,zo8vfvom,1
fyzi3ukn,2gm2vp7w,1
fyzi3ukn,ttgp5d1q,1
fyzi3ukn,rsqgxgj7,1
fyzi3ukn,hdlqwv5w,1
fyzi3ukn,469aazzl,1
hdlqwv5w,8qy1knb8,1
hdlqwv5w,yyx7zv50,1
hdlqwv5w,zan8z6cj,1
hdlqwv5w,js5eao29,1
hdlqwv5w,2gm2vp7w,1
hdlqwv5w,39grl1tb,1
hdlqwv5w,xxkx1e1g,1
w76lz2ap,li1ct8kz,1
w76lz2ap,299wzuz4,1
w76lz2ap,n6ki8v6d,1
w76lz2ap,zcuavqv2,1
w76lz2ap,9g3466ce,1
w76lz2ap,cl6iwdzj,1
w76lz2ap,vnnwzoon,1
w76lz2ap,b98i0q0c,1
w76lz2ap,469aazzl,1
w76lz2ap,e1h602xs,1
guoa029e,ctvn5bcc,1
guoa029e,xxkx1e1g,1
guoa029e,pv34xizl,1
guoa029e,m36p5uu7,1
guoa029e,zo8vfvom,1
kffjpkwm,8qy1knb8,1
kffjpkwm,299wzuz4,1
kffjpkwm,zcuavqv2,1
kffjpkwm,yyx7zv50,1
kffjpkwm,2gm2vp7w,1
kffjpkwm,e1h602xs,1
kffjpkwm,xxkx1e1g,1
0ty8p249,ohv0c981,4
0ty8p249,cg5akdum,4
0ty8p249,f3m5xl4b,4
0ty8p249,9njhgqjt,4
0ty8p249,we8zkaxp,1
0ty8p249,7k9j75ig,1
0ty8p249,isrmkgxn,1
0ty8p249,ywj7r6yv,1
0ty8p249,gcfrvnrq,1
0ty8p249,vnnwzoon,1
9g3466ce,qtd4nwnf,1
9g3466ce,cl6iwdzj,1
9g3466ce,299wzuz4,1
9g3466ce,ezfvh1yd,1
9g3466ce,b98i0q0c,1
9g3466ce,vnnwzoon,1
9g3466ce,gauukniy,1
9g3466ce,zan8z6cj,1
9g3466ce,rmdv0zae,1
rsqgxgj7,guoa029e,1
rsqgxgj7,9g3466ce,1
rsqgxgj7,fyzi3ukn,1
rsqgxgj7,7k9j75ig,1
rsqgxgj7,cl6iwdzj,1
rsqgxgj7,zan8z6cj,1
n6ki8v6d,7k9j75ig,1
n6ki8v6d,noos3nra,1
n6ki8v6d,rmdv0zae,1
n6ki8v6d,w76lz2ap,1
n6ki8v6d,ezfvh1yd,1
ny7i65xf,5y5w27n8,1
ny7i65xf,2gm2vp7w,1
ny7i65xf,u6iy9n7v,1
ny7i65xf,e1h602xs,1
ny7i65xf,wo215i77,1
ny7i65xf,we8zkaxp,1
ny7i65xf,cg5akdum,1
ny7i65xf,469aazzl,1
299wzuz4,w76lz2ap,1
299wzuz4,js5eao29,1
299wzuz4,9g3466ce,1
299wzuz4,zcuavqv2,1
299wzuz4,23mbj83y,1
299wzuz4,ohv0c981,1
299wzuz4,lvtt31qo,1
we8zkaxp,fyzi3ukn,1
we8zkaxp,gcfrvnrq,1
we8zkaxp,m36p5uu7,1
we8zkaxp,ky74qsy5,1
we8zkaxp,e1h602xs,1
we8zkaxp,zo8vfvom,1
we8zkaxp,pv34xizl,1
lvtt31qo,6mf4wd2z,1
lvtt31qo,zcuavqv2,1
lvtt31qo,ywj7r6yv,1
lvtt31qo,o42b386c,1
lvtt31qo,guoa029e,1
lvtt31qo,dlpw2qhs,1
ywj7r6yv,o42b386c,1
ywj7r6yv,guoa029e,1
ywj7r6yv,469aazzl,1
ywj7r6yv,8qkm4op5,1
rmdv0zae,wo215i77,1
rmdv0zae,n6ki8v6d,1
rmdv0zae,gcfrvnrq,1
rmdv0zae,guoa029e,1
rmdv0zae,vnnwzoon,1
rmdv0zae,m36p5uu7,1
rmdv0zae,qtd4nwnf,1
rmdv0zae,b8h8uy0d,1
rmdv0zae,9g3466ce,1
rmdv0zae,7k9j75ig,1
xxkx1e1g,kffjpkwm,1
xxkx1e1g,9g3466ce,1
xxkx1e1g,qtd4nwnf,1
xxkx1e1g,cl6iwdzj,1
xxkx1e1g,w76lz2ap,1
xxkx1e1g,hdlqwv5w,1
xxkx1e1g,8qy1knb8,1
ttgp5d1q,gcfrvnrq,3
ttgp5d1q,tpx46qea,1
ttgp5d1q,u6iy9n7v,1
ttgp5d1q,zan8z6cj,1
ttgp5d1q,39grl1tb,1
ttgp5d1q,o42b386c,1
ttgp5d1q,ky74qsy5,1
ttgp5d1q,hdlqwv5w,1
ttgp5d1q,zo8vfvom,1
ttgp5d1q,ywj7r6yv,1
b98i0q0c,9njhgqjt,1
b98i0q0c,gauukniy,1
b98i0q0c,b8h8uy0d,1
b98i0q0c,wz29onlw,1
b98i0q0c,ohv0c981,1
b98i0q0c,8qkm4op5,1
b98i0q0c,zo8vfvom,1
b98i0q0c,9g3466ce,1
b98i0q0c,wp4300ik,1
b98i0q0c,zcuavqv2,1
b8h8uy0d,ctvn5bcc,1
b8h8uy0d,9njhgqjt,1
b8h8uy0d,isrmkgxn,1
b8h8uy0d,ezfvh1yd,1
b8h8uy0d,ezfvh1yd,1
b8h8uy0d,b98i0q0c,1
b8h8uy0d,qtd4nwnf,2
pv34xizl,ezfvh1yd,1
pv34xizl,zo8vfvom,1
pv34xizl,rmdv0zae,1
pv34xizl,gcfrvnrq,1
pv34xizl,vnnwzoon,1
pv34xizl,guoa029e,1
pv34xizl,hdlqwv5w,1
pv34xizl,8qkm4op5,1
noos3nra,ttgp5d1q,4
dlpw2qhs,o42b386c,1
dlpw2qhs,ywj7r6yv,1
dlpw2qhs,469aazzl,1
dlpw2qhs,tpx46qea,1
dlpw2qhs,yyx7zv50,1
dlpw2qhs,6mf4wd2z,1
dlpw2qhs,5y5w27n8,1
dlpw2qhs,b98i0q0c,1
dlpw2qhs,lvtt31qo,1
tpx46qea,m36p5uu7,1
tpx46qea,ttgp5d1q,1
tpx46qea,23mbj83y,1
tpx46qea,cl6iwdzj,1
tpx46qea,299wzuz4,1
li1ct8kz,w76lz2ap,1
li1ct8kz,zcuavqv2,1
li1ct8kz,n6ki8v6d,1
li1ct8kz,m36p5uu7,1
li1ct8kz,cl6iwdzj,1
li1ct8kz,fyzi3ukn,2
li1ct8kz,8qkm4op5,1
li1ct8kz,gcfrvnrq,1
9njhgqjt,isrmkgxn,1
9njhgqjt,b8h8uy0d,1
9njhgqjt,ctvn5bcc,1
9njhgqjt,ezfvh1yd,1
9njhgqjt,ezfvh1yd,1
9njhgqjt,ohv0c981,1
9njhgqjt,zhncnrqh,1
9njhgqjt,b98i0q0c,1
wz29onlw,n6ki8v6d,1
wz29onlw,gcfrvnrq,1
wz29onlw,ezfvh1yd,1
wz29onlw,pv34xizl,1
wz29onlw,tpx46qea,1
wz29onlw,299wzuz4,1
wz29onlw,zhncnrqh,1
wz29onlw,w76lz2ap,1
wz29onlw,ctvn5bcc,1
wz29onlw,m36p5uu7,1
y68rafkq,9g3466ce,1
y68rafkq,b98i0q0c,1
y68rafkq,qtd4nwnf,1
y68rafkq,9njhgqjt,1
y68rafkq,b8h8uy0d,1
y68rafkq,we8zkaxp,1
y68rafkq,isrmkgxn,1
y68rafkq,zo8vfvom,1
y68rafkq,n6ki8v6d,1
y68rafkq,lvtt31qo,1
m36p5uu7,tpx46qea,1
m36p5uu7,rmdv0zae,1
m36p5uu7,guoa029e,1
m36p5uu7,cl6iwdzj,1
m36p5uu7,gcfrvnrq,1
m36p5uu7,ttgp5d1q,1
m36p5uu7,zo8vfvom,1
m36p5uu7,o42b386c,1
m36p5uu7,wz29onlw,1
m36p5uu7,pv34xizl,1
vnnwzoon,ezfvh1yd,4
vnnwzoon,gcfrvnrq,1
vnnwzoon,9g3466ce,1
vnnwzoon,b98i0q0c,1
vnnwzoon,pv34xizl,1
vnnwzoon,ohv0c981,1
vnnwzoon,w76lz2ap,1
vnnwzoon,9njhgqjt,1
vnnwzoon,n6ki8v6d,1
vnnwzoon,gcfrvnrq,1
isrmkgxn,9njhgqjt,1
isrmkgxn,b8h8uy0d,1
isrmkgxn,zhncnrqh,1
isrmkgxn,ezfvh1yd,1
isrmkgxn,wo215i77,1
isrmkgxn,qtd4nwnf,1
isrmkgxn,ctvn5bcc,1
isrmkgxn,cl6iwdzj,1
isrmkgxn,ezfvh1yd,1
isrmkgxn,we8zkaxp,1
js5eao29,299wzuz4,1
js5eao29,wo215i77,1
js5eao29,0ty8p249,1
js5eao29,39grl1tb,1
nxb120ab,pv34xizl,1
nxb120ab,9njhgqjt,1
nxb120ab,isrmkgxn,1
nxb120ab,ywj7r6yv,1
nxb120ab,wz29onlw,1
nxb120ab,ezfvh1yd,1
nxb120ab,guoa029e,1
nxb120ab,b98i0q0c,1
nxb120ab,o42b386c,1
nxb120ab,469aazzl,1
