from,to,weight
ezfvh1yd,rsqgxgj7,-1
zan8z6cj,rsqgxgj7,-1
isrmkgxn,rsqgxgj7,1
9g3466ce,rsqgxgj7,-1
ctvn5bcc,rsqgxgj7,1
b98i0q0c,rsqgxgj7,NA
NA,rsqgxgj7,NA
rmdv0zae,rsqgxgj7,-1
5y5w27n8,rsqgxgj7,-1
b98i0q0c,rsqgxgj7,NA
e442rd3v,rsqgxgj7,0
gcfrvnrq,rsqgxgj7,NA
9njhgqjt,rsqgxgj7,NA
b8h8uy0d,rsqgxgj7,NA
8qkm4op5,rsqgxgj7,-1
NA,rsqgxgj7,NA
qtd4nwnf,rsqgxgj7,-1
tpx46qea,rsqgxgj7,-1
js5eao29,rsqgxgj7,-1
pv34xizl,rsqgxgj7,-1
zo8vfvom,rsqgxgj7,-1
nxb120ab,rsqgxgj7,-1
ywj7r6yv,rsqgxgj7,0
ky74qsy5,rsqgxgj7,1
u6iy9n7v,rsqgxgj7,1
ttgp5d1q,rsqgxgj7,-1
rsqgxgj7,rsqgxgj7,1
23mbj83y,rsqgxgj7,1
100,rsqgxgj7,1
w76lz2ap,rsqgxgj7,-1
fake0,e442rd3v,NA
NA,e442rd3v,NA
fake,e442rd3v,NA
ny7i65xf,e442rd3v,-1
0ty8p249,e442rd3v,-1
wo215i77,e442rd3v,0
NA,e442rd3v,NA
we8zkaxp,e442rd3v,-1
8qy1knb8,e442rd3v,-1
469aazzl,e442rd3v,-1
vnnwzoon,e442rd3v,-1
kffjpkwm,e442rd3v,-1
y68rafkq,e442rd3v,-1
cg5akdum,e442rd3v,NA
39grl1tb,e442rd3v,1
cl6iwdzj,e442rd3v,NA
fyzi3ukn,e442rd3v,-1
lvtt31qo,e442rd3v,-1
yyx7zv50,e442rd3v,-1
e1h602xs,e442rd3v,-1
guoa029e,e442rd3v,-1
xxkx1e1g,e442rd3v,-1
ezfvh1yd,e442rd3v,-1
zan8z6cj,e442rd3v,0
isrmkgxn,e442rd3v,-1
9g3466ce,e442rd3v,-1
ctvn5bcc,e442rd3v,1
b98i0q0c,e442rd3v,NA
NA,e442rd3v,NA
rmdv0zae,e442rd3v,-1
5y5w27n8,e442rd3v,-1
b98i0q0c,e442rd3v,NA
e442rd3v,e442rd3v,0
gcfrvnrq,e442rd3v,NA
9njhgqjt,e442rd3v,NA
b8h8uy0d,e442rd3v,NA
8qkm4op5,e442rd3v,-1
NA,e442rd3v,NA
qtd4nwnf,e442rd3v,-1
tpx46qea,e442rd3v,1
js5eao29,e442rd3v,-1
pv34xizl,e442rd3v,-1
zo8vfvom,e442rd3v,0
nxb120ab,e442rd3v,0
ywj7r6yv,e442rd3v,0
ky74qsy5,e442rd3v,-1
u6iy9n7v,e442rd3v,-1
ttgp5d1q,e442rd3v,-1
rsqgxgj7,e442rd3v,-1
23mbj83y,e442rd3v,-1
100,e442rd3v,0
w76lz2ap,e442rd3v,-1
fake0,e442rd3v,NA
NA,e442rd3v,NA
fake,e442rd3v,NA
ny7i65xf,e442rd3v,-1
0ty8p249,e442rd3v,-1
wo215i77,e442rd3v,0
NA,e442rd3v,NA
we8zkaxp,e442rd3v,-1
8qy1knb8,e442rd3v,-1
469aazzl,e442rd3v,-1
vnnwzoon,e442rd3v,-1
kffjpkwm,e442rd3v,-1
y68rafkq,e442rd3v,1
cg5akdum,e442rd3v,NA
39grl1tb,e442rd3v,-1
cl6iwdzj,e442rd3v,NA
fyzi3ukn,e442rd3v,-1
lvtt31qo,e442rd3v,-1
yyx7zv50,e442rd3v,-1
e1h602xs,e442rd3v,-1
guoa029e,e442rd3v,-1
xxkx1e1g,e442rd3v,-1
ezfvh1yd,e442rd3v,-1
zan8z6cj,e442rd3v,0
isrmkgxn,e442rd3v,-1
9g3466ce,e442rd3v,-1
ctvn5bcc,e442rd3v,NA
b98i0q0c,e442rd3v,NA
NA,e442rd3v,NA
rmdv0zae,e442rd3v,-1
5y5w27n8,e442rd3v,-1
b98i0q0c,e442rd3v,NA
e442rd3v,e442rd3v,0
gcfrvnrq,e442rd3v,NA
9njhgqjt,e442rd3v,NA
b8h8uy0d,e442rd3v,NA
8qkm4op5,e442rd3v,NA
NA,e442rd3v,NA
qtd4nwnf,e442rd3v,-1
tpx46qea,e442rd3v,1
js5eao29,e442rd3v,-1
pv34xizl,e442rd3v,-1
zo8vfvom,e442rd3v,0
nxb120ab,e442rd3v,NA
ywj7r6yv,e442rd3v,0
ky74qsy5,e442rd3v,-1
u6iy9n7v,e442rd3v,-1
ttgp5d1q,e442rd3v,-1
rsqgxgj7,e442rd3v,-1
23mbj83y,e442rd3v,-1
100,e442rd3v,0
w76lz2ap,e442rd3v,-1
fake0,ky74qsy5,NA
NA,ky74qsy5,NA
fake,ky74qsy5,NA
ny7i65xf,ky74qsy5,0
0ty8p249,ky74qsy5,-1
wo215i77,ky74qsy5,1
NA,ky74qsy5,NA
we8zkaxp,ky74qsy5,-1
8qy1knb8,ky74qsy5,-1
469aazzl,ky74qsy5,-1
vnnwzoon,ky74qsy5,-1
kffjpkwm,ky74qsy5,-1
y68rafkq,ky74qsy5,-1
cg5akdum,ky74qsy5,NA
39grl1tb,ky74qsy5,0
cl6iwdzj,ky74qsy5,NA
fyzi3ukn,ky74qsy5,1
lvtt31qo,ky74qsy5,-1
yyx7zv50,ky74qsy5,-1
e1h602xs,ky74qsy5,0
guoa029e,ky74qsy5,-1
xxkx1e1g,ky74qsy5,0
ezfvh1yd,ky74qsy5,-1
zan8z6cj,ky74qsy5,0
isrmkgxn,ky74qsy5,-1
9g3466ce,ky74qsy5,-1
ctvn5bcc,ky74qsy5,1
b98i0q0c,ky74qsy5,NA
NA,ky74qsy5,NA
rmdv0zae,ky74qsy5,-1
5y5w27n8,ky74qsy5,-1
b98i0q0c,ky74qsy5,NA
e442rd3v,ky74qsy5,0
gcfrvnrq,ky74qsy5,NA
9njhgqjt,ky74qsy5,NA
b8h8uy0d,ky74qsy5,NA
8qkm4op5,ky74qsy5,-1
NA,ky74qsy5,NA
qtd4nwnf,ky74qsy5,-1
tpx46qea,ky74qsy5,-1
js5eao29,ky74qsy5,0
pv34xizl,ky74qsy5,-1
zo8vfvom,ky74qsy5,1
nxb120ab,ky74qsy5,-1
ywj7r6yv,ky74qsy5,0
ky74qsy5,ky74qsy5,1
u6iy9n7v,ky74qsy5,1
ttgp5d1q,ky74qsy5,1
rsqgxgj7,ky74qsy5,1
23mbj83y,ky74qsy5,1
100,ky74qsy5,1
w76lz2ap,ky74qsy5,-1
fake0,ny7i65xf,NA
NA,ny7i65xf,NA
fake,ny7i65xf,NA
ny7i65xf,ny7i65xf,1
0ty8p249,ny7i65xf,1
wo215i77,ny7i65xf,1
NA,ny7i65xf,NA
we8zkaxp,ny7i65xf,0
8qy1knb8,ny7i65xf,-1
469aazzl,ny7i65xf,-1
vnnwzoon,ny7i65xf,-1
kffjpkwm,ny7i65xf,0
y68rafkq,ny7i65xf,-1
cg5akdum,ny7i65xf,NA
39grl1tb,ny7i65xf,1
cl6iwdzj,ny7i65xf,NA
fyzi3ukn,ny7i65xf,0
lvtt31qo,ny7i65xf,-1
yyx7zv50,ny7i65xf,1
e1h602xs,ny7i65xf,1
guoa029e,ny7i65xf,-1
xxkx1e1g,ny7i65xf,1
ezfvh1yd,ny7i65xf,-1
zan8z6cj,ny7i65xf,-1
isrmkgxn,ny7i65xf,-1
9g3466ce,ny7i65xf,-1
ctvn5bcc,ny7i65xf,0
b98i0q0c,ny7i65xf,NA
NA,ny7i65xf,NA
rmdv0zae,ny7i65xf,-1
5y5w27n8,ny7i65xf,-1
b98i0q0c,ny7i65xf,NA
e442rd3v,ny7i65xf,0
gcfrvnrq,ny7i65xf,NA
9njhgqjt,ny7i65xf,NA
b8h8uy0d,ny7i65xf,NA
8qkm4op5,ny7i65xf,-1
NA,ny7i65xf,NA
qtd4nwnf,ny7i65xf,-1
tpx46qea,ny7i65xf,-1
js5eao29,ny7i65xf,-1
pv34xizl,ny7i65xf,-1
zo8vfvom,ny7i65xf,1
nxb120ab,ny7i65xf,-1
ywj7r6yv,ny7i65xf,0
ky74qsy5,ny7i65xf,1
u6iy9n7v,ny7i65xf,1
ttgp5d1q,ny7i65xf,-1
rsqgxgj7,ny7i65xf,1
23mbj83y,ny7i65xf,1
100,ny7i65xf,0
w76lz2ap,ny7i65xf,-1
fake0,we8zkaxp,NA
NA,we8zkaxp,NA
fake,we8zkaxp,NA
ny7i65xf,we8zkaxp,0
0ty8p249,we8zkaxp,1
wo215i77,we8zkaxp,1
NA,we8zkaxp,NA
we8zkaxp,we8zkaxp,1
8qy1knb8,we8zkaxp,1
469aazzl,we8zkaxp,0
vnnwzoon,we8zkaxp,-1
kffjpkwm,we8zkaxp,1
y68rafkq,we8zkaxp,-1
cg5akdum,we8zkaxp,NA
39grl1tb,we8zkaxp,1
cl6iwdzj,we8zkaxp,NA
fyzi3ukn,we8zkaxp,1
lvtt31qo,we8zkaxp,0
yyx7zv50,we8zkaxp,1
e1h602xs,we8zkaxp,1
guoa029e,we8zkaxp,-1
xxkx1e1g,we8zkaxp,1
ezfvh1yd,we8zkaxp,-1
zan8z6cj,we8zkaxp,0
isrmkgxn,we8zkaxp,0
9g3466ce,we8zkaxp,-1
ctvn5bcc,we8zkaxp,0
b98i0q0c,we8zkaxp,NA
NA,we8zkaxp,NA
rmdv0zae,we8zkaxp,-1
5y5w27n8,we8zkaxp,1
b98i0q0c,we8zkaxp,NA
e442rd3v,we8zkaxp,0
gcfrvnrq,we8zkaxp,NA
9njhgqjt,we8zkaxp,NA
b8h8uy0d,we8zkaxp,NA
8qkm4op5,we8zkaxp,-1
NA,we8zkaxp,NA
qtd4nwnf,we8zkaxp,-1
tpx46qea,we8zkaxp,-1
js5eao29,we8zkaxp,0
pv34xizl,we8zkaxp,-1
zo8vfvom,we8zkaxp,0
nxb120ab,we8zkaxp,-1
ywj7r6yv,we8zkaxp,0
ky74qsy5,we8zkaxp,-1
u6iy9n7v,we8zkaxp,1
ttgp5d1q,we8zkaxp,-1
rsqgxgj7,we8zkaxp,-1
23mbj83y,we8zkaxp,1
100,we8zkaxp,0
w76lz2ap,we8zkaxp,1
fake0,e1h602xs,NA
NA,e1h602xs,NA
fake,e1h602xs,NA
ny7i65xf,e1h602xs,1
0ty8p249,e1h602xs,1
wo215i77,e1h602xs,1
NA,e1h602xs,NA
we8zkaxp,e1h602xs,1
8qy1knb8,e1h602xs,0
469aazzl,e1h602xs,0
vnnwzoon,e1h602xs,-1
kffjpkwm,e1h602xs,1
y68rafkq,e1h602xs,-1
cg5akdum,e1h602xs,NA
39grl1tb,e1h602xs,1
cl6iwdzj,e1h602xs,NA
fyzi3ukn,e1h602xs,1
lvtt31qo,e1h602xs,-1
yyx7zv50,e1h602xs,1
e1h602xs,e1h602xs,1
guoa029e,e1h602xs,-1
xxkx1e1g,e1h602xs,1
ezfvh1yd,e1h602xs,-1
zan8z6cj,e1h602xs,0
isrmkgxn,e1h602xs,-1
9g3466ce,e1h602xs,-1
ctvn5bcc,e1h602xs,0
b98i0q0c,e1h602xs,NA
NA,e1h602xs,NA
rmdv0zae,e1h602xs,-1
5y5w27n8,e1h602xs,-1
b98i0q0c,e1h602xs,NA
e442rd3v,e1h602xs,0
gcfrvnrq,e1h602xs,NA
9njhgqjt,e1h602xs,NA
b8h8uy0d,e1h602xs,NA
8qkm4op5,e1h602xs,-1
NA,e1h602xs,NA
qtd4nwnf,e1h602xs,-1
tpx46qea,e1h602xs,-1
js5eao29,e1h602xs,-1
pv34xizl,e1h602xs,-1
zo8vfvom,e1h602xs,-1
nxb120ab,e1h602xs,-1
ywj7r6yv,e1h602xs,0
ky74qsy5,e1h602xs,1
u6iy9n7v,e1h602xs,1
ttgp5d1q,e1h602xs,0
rsqgxgj7,e1h602xs,1
23mbj83y,e1h602xs,1
100,e1h602xs,0
w76lz2ap,e1h602xs,-1
fake0,ctvn5bcc,NA
NA,ctvn5bcc,NA
fake,ctvn5bcc,NA
ny7i65xf,ctvn5bcc,-1
0ty8p249,ctvn5bcc,-1
wo215i77,ctvn5bcc,0
NA,ctvn5bcc,NA
we8zkaxp,ctvn5bcc,-1
8qy1knb8,ctvn5bcc,1
469aazzl,ctvn5bcc,0
vnnwzoon,ctvn5bcc,-1
kffjpkwm,ctvn5bcc,0
y68rafkq,ctvn5bcc,-1
cg5akdum,ctvn5bcc,NA
39grl1tb,ctvn5bcc,0
cl6iwdzj,ctvn5bcc,NA
fyzi3ukn,ctvn5bcc,0
lvtt31qo,ctvn5bcc,-1
yyx7zv50,ctvn5bcc,-1
e1h602xs,ctvn5bcc,-1
guoa029e,ctvn5bcc,-1
xxkx1e1g,ctvn5bcc,0
ezfvh1yd,ctvn5bcc,1
zan8z6cj,ctvn5bcc,0
isrmkgxn,ctvn5bcc,-1
9g3466ce,ctvn5bcc,0
ctvn5bcc,ctvn5bcc,0
b98i0q0c,ctvn5bcc,NA
NA,ctvn5bcc,NA
rmdv0zae,ctvn5bcc,0
5y5w27n8,ctvn5bcc,1
b98i0q0c,ctvn5bcc,NA
e442rd3v,ctvn5bcc,1
gcfrvnrq,ctvn5bcc,NA
9njhgqjt,ctvn5bcc,NA
b8h8uy0d,ctvn5bcc,NA
8qkm4op5,ctvn5bcc,1
NA,ctvn5bcc,NA
qtd4nwnf,ctvn5bcc,-1
tpx46qea,ctvn5bcc,-1
js5eao29,ctvn5bcc,0
pv34xizl,ctvn5bcc,-1
zo8vfvom,ctvn5bcc,1
nxb120ab,ctvn5bcc,0
ywj7r6yv,ctvn5bcc,0
ky74qsy5,ctvn5bcc,-1
u6iy9n7v,ctvn5bcc,-1
ttgp5d1q,ctvn5bcc,-1
rsqgxgj7,ctvn5bcc,1
23mbj83y,ctvn5bcc,-1
100,ctvn5bcc,0
w76lz2ap,ctvn5bcc,-1
fake0,wo215i77,NA
NA,wo215i77,NA
fake,wo215i77,NA
ny7i65xf,wo215i77,0
0ty8p249,wo215i77,1
wo215i77,wo215i77,1
NA,wo215i77,NA
we8zkaxp,wo215i77,1
8qy1knb8,wo215i77,0
469aazzl,wo215i77,0
vnnwzoon,wo215i77,-1
kffjpkwm,wo215i77,1
y68rafkq,wo215i77,-1
cg5akdum,wo215i77,NA
39grl1tb,wo215i77,1
cl6iwdzj,wo215i77,NA
fyzi3ukn,wo215i77,1
lvtt31qo,wo215i77,-1
yyx7zv50,wo215i77,1
e1h602xs,wo215i77,1
guoa029e,wo215i77,-1
xxkx1e1g,wo215i77,1
ezfvh1yd,wo215i77,-1
zan8z6cj,wo215i77,0
isrmkgxn,wo215i77,-1
9g3466ce,wo215i77,0
ctvn5bcc,wo215i77,NA
b98i0q0c,wo215i77,NA
NA,wo215i77,NA
rmdv0zae,wo215i77,-1
5y5w27n8,wo215i77,1
b98i0q0c,wo215i77,NA
e442rd3v,wo215i77,0
gcfrvnrq,wo215i77,NA
9njhgqjt,wo215i77,NA
b8h8uy0d,wo215i77,NA
8qkm4op5,wo215i77,-1
NA,wo215i77,NA
qtd4nwnf,wo215i77,1
tpx46qea,wo215i77,NA
js5eao29,wo215i77,0
pv34xizl,wo215i77,-1
zo8vfvom,wo215i77,-1
nxb120ab,wo215i77,-1
ywj7r6yv,wo215i77,0
ky74qsy5,wo215i77,1
u6iy9n7v,wo215i77,-1
ttgp5d1q,wo215i77,1
rsqgxgj7,wo215i77,1
23mbj83y,wo215i77,-1
100,wo215i77,1
w76lz2ap,wo215i77,0
fake0,rmdv0zae,NA
NA,rmdv0zae,NA
fake,rmdv0zae,NA
ny7i65xf,rmdv0zae,-1
0ty8p249,rmdv0zae,-1
wo215i77,rmdv0zae,0
NA,rmdv0zae,NA
we8zkaxp,rmdv0zae,-1
8qy1knb8,rmdv0zae,1
469aazzl,rmdv0zae,-1
vnnwzoon,rmdv0zae,-1
kffjpkwm,rmdv0zae,-1
y68rafkq,rmdv0zae,0
cg5akdum,rmdv0zae,NA
39grl1tb,rmdv0zae,-1
cl6iwdzj,rmdv0zae,NA
fyzi3ukn,rmdv0zae,-1
lvtt31qo,rmdv0zae,-1
yyx7zv50,rmdv0zae,-1
e1h602xs,rmdv0zae,-1
guoa029e,rmdv0zae,-1
xxkx1e1g,rmdv0zae,-1
ezfvh1yd,rmdv0zae,0
zan8z6cj,rmdv0zae,-1
isrmkgxn,rmdv0zae,1
9g3466ce,rmdv0zae,1
ctvn5bcc,rmdv0zae,1
b98i0q0c,rmdv0zae,NA
NA,rmdv0zae,NA
rmdv0zae,rmdv0zae,1
5y5w27n8,rmdv0zae,-1
b98i0q0c,rmdv0zae,NA
e442rd3v,rmdv0zae,0
gcfrvnrq,rmdv0zae,NA
9njhgqjt,rmdv0zae,NA
b8h8uy0d,rmdv0zae,NA
8qkm4op5,rmdv0zae,-1
NA,rmdv0zae,NA
qtd4nwnf,rmdv0zae,1
tpx46qea,rmdv0zae,-1
js5eao29,rmdv0zae,1
pv34xizl,rmdv0zae,1
zo8vfvom,rmdv0zae,-1
nxb120ab,rmdv0zae,0
ywj7r6yv,rmdv0zae,0
ky74qsy5,rmdv0zae,-1
u6iy9n7v,rmdv0zae,-1
ttgp5d1q,rmdv0zae,0
rsqgxgj7,rmdv0zae,0
23mbj83y,rmdv0zae,-1
100,rmdv0zae,0
w76lz2ap,rmdv0zae,1
fake0,9njhgqjt,NA
NA,9njhgqjt,NA
fake,9njhgqjt,NA
ny7i65xf,9njhgqjt,-1
0ty8p249,9njhgqjt,-1
wo215i77,9njhgqjt,1
NA,9njhgqjt,NA
we8zkaxp,9njhgqjt,-1
8qy1knb8,9njhgqjt,0
469aazzl,9njhgqjt,-1
vnnwzoon,9njhgqjt,1
kffjpkwm,9njhgqjt,-1
y68rafkq,9njhgqjt,1
cg5akdum,9njhgqjt,NA
39grl1tb,9njhgqjt,-1
cl6iwdzj,9njhgqjt,NA
fyzi3ukn,9njhgqjt,-1
lvtt31qo,9njhgqjt,-1
yyx7zv50,9njhgqjt,-1
e1h602xs,9njhgqjt,-1
guoa029e,9njhgqjt,-1
xxkx1e1g,9njhgqjt,-1
ezfvh1yd,9njhgqjt,1
zan8z6cj,9njhgqjt,0
isrmkgxn,9njhgqjt,1
9g3466ce,9njhgqjt,1
ctvn5bcc,9njhgqjt,1
b98i0q0c,9njhgqjt,NA
NA,9njhgqjt,NA
rmdv0zae,9njhgqjt,1
5y5w27n8,9njhgqjt,-1
b98i0q0c,9njhgqjt,NA
e442rd3v,9njhgqjt,0
gcfrvnrq,9njhgqjt,NA
9njhgqjt,9njhgqjt,NA
b8h8uy0d,9njhgqjt,1
8qkm4op5,9njhgqjt,1
NA,9njhgqjt,NA
qtd4nwnf,9njhgqjt,1
tpx46qea,9njhgqjt,-1
js5eao29,9njhgqjt,0
pv34xizl,9njhgqjt,-1
zo8vfvom,9njhgqjt,-1
nxb120ab,9njhgqjt,1
ywj7r6yv,9njhgqjt,0
ky74qsy5,9njhgqjt,0
u6iy9n7v,9njhgqjt,-1
ttgp5d1q,9njhgqjt,-1
rsqgxgj7,9njhgqjt,1
23mbj83y,9njhgqjt,1
100,9njhgqjt,0
w76lz2ap,9njhgqjt,-1
fake0,fyzi3ukn,NA
NA,fyzi3ukn,NA
fake,fyzi3ukn,NA
ny7i65xf,fyzi3ukn,-1
0ty8p249,fyzi3ukn,1
wo215i77,fyzi3ukn,1
NA,fyzi3ukn,NA
we8zkaxp,fyzi3ukn,0
8qy1knb8,fyzi3ukn,-1
469aazzl,fyzi3ukn,-1
vnnwzoon,fyzi3ukn,-1
kffjpkwm,fyzi3ukn,0
y68rafkq,fyzi3ukn,-1
cg5akdum,fyzi3ukn,NA
39grl1tb,fyzi3ukn,1
cl6iwdzj,fyzi3ukn,NA
fyzi3ukn,fyzi3ukn,1
lvtt31qo,fyzi3ukn,1
yyx7zv50,fyzi3ukn,1
e1h602xs,fyzi3ukn,-1
guoa029e,fyzi3ukn,-1
xxkx1e1g,fyzi3ukn,0
ezfvh1yd,fyzi3ukn,-1
zan8z6cj,fyzi3ukn,1
isrmkgxn,fyzi3ukn,-1
9g3466ce,fyzi3ukn,0
ctvn5bcc,fyzi3ukn,-1
b98i0q0c,fyzi3ukn,NA
NA,fyzi3ukn,NA
rmdv0zae,fyzi3ukn,-1
5y5w27n8,fyzi3ukn,0
b98i0q0c,fyzi3ukn,NA
e442rd3v,fyzi3ukn,0
gcfrvnrq,fyzi3ukn,NA
9njhgqjt,fyzi3ukn,NA
b8h8uy0d,fyzi3ukn,NA
8qkm4op5,fyzi3ukn,-1
NA,fyzi3ukn,NA
qtd4nwnf,fyzi3ukn,-1
tpx46qea,fyzi3ukn,-1
js5eao29,fyzi3ukn,0
pv34xizl,fyzi3ukn,0
zo8vfvom,fyzi3ukn,1
nxb120ab,fyzi3ukn,-1
ywj7r6yv,fyzi3ukn,0
ky74qsy5,fyzi3ukn,1
u6iy9n7v,fyzi3ukn,-1
ttgp5d1q,fyzi3ukn,1
rsqgxgj7,fyzi3ukn,1
23mbj83y,fyzi3ukn,1
100,fyzi3ukn,0
w76lz2ap,fyzi3ukn,1
fake0,gcfrvnrq,NA
NA,gcfrvnrq,NA
fake,gcfrvnrq,NA
ny7i65xf,gcfrvnrq,0
0ty8p249,gcfrvnrq,0
wo215i77,gcfrvnrq,1
NA,gcfrvnrq,NA
we8zkaxp,gcfrvnrq,0
8qy1knb8,gcfrvnrq,1
469aazzl,gcfrvnrq,0
vnnwzoon,gcfrvnrq,1
kffjpkwm,gcfrvnrq,1
y68rafkq,gcfrvnrq,1
cg5akdum,gcfrvnrq,NA
39grl1tb,gcfrvnrq,1
cl6iwdzj,gcfrvnrq,NA
fyzi3ukn,gcfrvnrq,1
lvtt31qo,gcfrvnrq,0
yyx7zv50,gcfrvnrq,-1
e1h602xs,gcfrvnrq,-1
guoa029e,gcfrvnrq,0
xxkx1e1g,gcfrvnrq,0
ezfvh1yd,gcfrvnrq,-1
zan8z6cj,gcfrvnrq,1
isrmkgxn,gcfrvnrq,0
9g3466ce,gcfrvnrq,1
ctvn5bcc,gcfrvnrq,-1
b98i0q0c,gcfrvnrq,NA
NA,gcfrvnrq,NA
rmdv0zae,gcfrvnrq,1
5y5w27n8,gcfrvnrq,-1
b98i0q0c,gcfrvnrq,NA
e442rd3v,gcfrvnrq,0
gcfrvnrq,gcfrvnrq,NA
9njhgqjt,gcfrvnrq,NA
b8h8uy0d,gcfrvnrq,-1
8qkm4op5,gcfrvnrq,1
NA,gcfrvnrq,NA
qtd4nwnf,gcfrvnrq,1
tpx46qea,gcfrvnrq,-1
js5eao29,gcfrvnrq,1
pv34xizl,gcfrvnrq,1
zo8vfvom,gcfrvnrq,1
nxb120ab,gcfrvnrq,1
ywj7r6yv,gcfrvnrq,0
ky74qsy5,gcfrvnrq,1
u6iy9n7v,gcfrvnrq,-1
ttgp5d1q,gcfrvnrq,1
rsqgxgj7,gcfrvnrq,1
23mbj83y,gcfrvnrq,1
100,gcfrvnrq,1
w76lz2ap,gcfrvnrq,1
fake0,y68rafkq,NA
NA,y68rafkq,NA
fake,y68rafkq,NA
ny7i65xf,y68rafkq,-1
0ty8p249,y68rafkq,-1
wo215i77,y68rafkq,-1
NA,y68rafkq,NA
we8zkaxp,y68rafkq,-1
8qy1knb8,y68rafkq,1
469aazzl,y68rafkq,-1
vnnwzoon,y68rafkq,1
kffjpkwm,y68rafkq,-1
y68rafkq,y68rafkq,1
cg5akdum,y68rafkq,NA
39grl1tb,y68rafkq,-1
cl6iwdzj,y68rafkq,NA
fyzi3ukn,y68rafkq,0
lvtt31qo,y68rafkq,-1
yyx7zv50,y68rafkq,-1
e1h602xs,y68rafkq,-1
guoa029e,y68rafkq,0
xxkx1e1g,y68rafkq,-1
ezfvh1yd,y68rafkq,1
zan8z6cj,y68rafkq,0
isrmkgxn,y68rafkq,1
9g3466ce,y68rafkq,1
ctvn5bcc,y68rafkq,-1
b98i0q0c,y68rafkq,NA
NA,y68rafkq,NA
rmdv0zae,y68rafkq,0
5y5w27n8,y68rafkq,0
b98i0q0c,y68rafkq,NA
e442rd3v,y68rafkq,0
gcfrvnrq,y68rafkq,NA
9njhgqjt,y68rafkq,NA
b8h8uy0d,y68rafkq,1
8qkm4op5,y68rafkq,1
NA,y68rafkq,NA
qtd4nwnf,y68rafkq,1
tpx46qea,y68rafkq,-1
js5eao29,y68rafkq,0
pv34xizl,y68rafkq,0
zo8vfvom,y68rafkq,0
nxb120ab,y68rafkq,1
ywj7r6yv,y68rafkq,0
ky74qsy5,y68rafkq,-1
u6iy9n7v,y68rafkq,0
ttgp5d1q,y68rafkq,0
rsqgxgj7,y68rafkq,1
23mbj83y,y68rafkq,-1
100,y68rafkq,0
w76lz2ap,y68rafkq,1
fake0,cl6iwdzj,NA
NA,cl6iwdzj,NA
fake,cl6iwdzj,NA
ny7i65xf,cl6iwdzj,0
0ty8p249,cl6iwdzj,1
wo215i77,cl6iwdzj,1
NA,cl6iwdzj,NA
we8zkaxp,cl6iwdzj,1
8qy1knb8,cl6iwdzj,-1
469aazzl,cl6iwdzj,-1
vnnwzoon,cl6iwdzj,-1
kffjpkwm,cl6iwdzj,1
y68rafkq,cl6iwdzj,-1
cg5akdum,cl6iwdzj,NA
39grl1tb,cl6iwdzj,1
cl6iwdzj,cl6iwdzj,NA
fyzi3ukn,cl6iwdzj,1
lvtt31qo,cl6iwdzj,-1
yyx7zv50,cl6iwdzj,1
e1h602xs,cl6iwdzj,1
guoa029e,cl6iwdzj,-1
xxkx1e1g,cl6iwdzj,1
ezfvh1yd,cl6iwdzj,-1
zan8z6cj,cl6iwdzj,-1
isrmkgxn,cl6iwdzj,-1
9g3466ce,cl6iwdzj,-1
ctvn5bcc,cl6iwdzj,1
b98i0q0c,cl6iwdzj,NA
NA,cl6iwdzj,NA
rmdv0zae,cl6iwdzj,-1
5y5w27n8,cl6iwdzj,0
b98i0q0c,cl6iwdzj,NA
e442rd3v,cl6iwdzj,0
gcfrvnrq,cl6iwdzj,NA
9njhgqjt,cl6iwdzj,NA
b8h8uy0d,cl6iwdzj,NA
8qkm4op5,cl6iwdzj,-1
NA,cl6iwdzj,NA
qtd4nwnf,cl6iwdzj,-1
tpx46qea,cl6iwdzj,-1
js5eao29,cl6iwdzj,0
pv34xizl,cl6iwdzj,-1
zo8vfvom,cl6iwdzj,1
nxb120ab,cl6iwdzj,0
ywj7r6yv,cl6iwdzj,0
ky74qsy5,cl6iwdzj,0
u6iy9n7v,cl6iwdzj,-1
ttgp5d1q,cl6iwdzj,0
rsqgxgj7,cl6iwdzj,-1
23mbj83y,cl6iwdzj,-1
100,cl6iwdzj,0
w76lz2ap,cl6iwdzj,0
fake0,5y5w27n8,NA
NA,5y5w27n8,NA
fake,5y5w27n8,NA
ny7i65xf,5y5w27n8,0
0ty8p249,5y5w27n8,1
wo215i77,5y5w27n8,1
NA,5y5w27n8,NA
we8zkaxp,5y5w27n8,1
8qy1knb8,5y5w27n8,-1
469aazzl,5y5w27n8,-1
vnnwzoon,5y5w27n8,-1
kffjpkwm,5y5w27n8,1
y68rafkq,5y5w27n8,-1
cg5akdum,5y5w27n8,NA
39grl1tb,5y5w27n8,1
cl6iwdzj,5y5w27n8,NA
fyzi3ukn,5y5w27n8,1
lvtt31qo,5y5w27n8,-1
yyx7zv50,5y5w27n8,-1
e1h602xs,5y5w27n8,0
guoa029e,5y5w27n8,-1
xxkx1e1g,5y5w27n8,1
ezfvh1yd,5y5w27n8,1
zan8z6cj,5y5w27n8,0
isrmkgxn,5y5w27n8,-1
9g3466ce,5y5w27n8,0
ctvn5bcc,5y5w27n8,1
b98i0q0c,5y5w27n8,NA
NA,5y5w27n8,NA
rmdv0zae,5y5w27n8,-1
5y5w27n8,5y5w27n8,NA
b98i0q0c,5y5w27n8,NA
