from,to,weight
0ty8p249,wz29onlw,-1
wo215i77,wz29onlw,-1
NA,wz29onlw,NA
we8zkaxp,wz29onlw,-1
8qy1knb8,wz29onlw,0
469aazzl,wz29onlw,-1
vnnwzoon,wz29onlw,-1
kffjpkwm,wz29onlw,1
y68rafkq,wz29onlw,-1
cg5akdum,wz29onlw,NA
39grl1tb,wz29onlw,-1
cl6iwdzj,wz29onlw,NA
fyzi3ukn,wz29onlw,-1
lvtt31qo,wz29onlw,-1
yyx7zv50,wz29onlw,-1
e1h602xs,wz29onlw,-1
guoa029e,wz29onlw,-1
xxkx1e1g,wz29onlw,0
ezfvh1yd,wz29onlw,-1
zan8z6cj,wz29onlw,-1
isrmkgxn,wz29onlw,-1
9g3466ce,wz29onlw,0
ctvn5bcc,wz29onlw,0
b98i0q0c,wz29onlw,NA
NA,wz29onlw,NA
rmdv0zae,wz29onlw,1
5y5w27n8,wz29onlw,1
b98i0q0c,wz29onlw,NA
e442rd3v,wz29onlw,0
gcfrvnrq,wz29onlw,NA
9njhgqjt,wz29onlw,NA
b8h8uy0d,wz29onlw,-1
8qkm4op5,wz29onlw,-1
NA,wz29onlw,NA
qtd4nwnf,wz29onlw,-1
tpx46qea,wz29onlw,-1
js5eao29,wz29onlw,1
pv34xizl,wz29onlw,0
zo8vfvom,wz29onlw,1
nxb120ab,wz29onlw,-1
ywj7r6yv,wz29onlw,0
ky74qsy5,wz29onlw,-1
u6iy9n7v,wz29onlw,-1
ttgp5d1q,wz29onlw,1
rsqgxgj7,wz29onlw,-1
23mbj83y,wz29onlw,-1
100,wz29onlw,1
w76lz2ap,wz29onlw,1
fake0,23mbj83y,NA
NA,23mbj83y,NA
fake,23mbj83y,NA
ny7i65xf,23mbj83y,0
0ty8p249,23mbj83y,-1
wo215i77,23mbj83y,-1
NA,23mbj83y,NA
we8zkaxp,23mbj83y,-1
8qy1knb8,23mbj83y,-1
469aazzl,23mbj83y,-1
vnnwzoon,23mbj83y,-1
kffjpkwm,23mbj83y,-1
y68rafkq,23mbj83y,-1
cg5akdum,23mbj83y,NA
39grl1tb,23mbj83y,-1
cl6iwdzj,23mbj83y,NA
fyzi3ukn,23mbj83y,-1
lvtt31qo,23mbj83y,-1
yyx7zv50,23mbj83y,-1
e1h602xs,23mbj83y,-1
guoa029e,23mbj83y,-1
xxkx1e1g,23mbj83y,0
ezfvh1yd,23mbj83y,-1
zan8z6cj,23mbj83y,-1
isrmkgxn,23mbj83y,-1
9g3466ce,23mbj83y,-1
ctvn5bcc,23mbj83y,-1
b98i0q0c,23mbj83y,NA
NA,23mbj83y,NA
rmdv0zae,23mbj83y,-1
5y5w27n8,23mbj83y,-1
b98i0q0c,23mbj83y,NA
e442rd3v,23mbj83y,0
gcfrvnrq,23mbj83y,NA
9njhgqjt,23mbj83y,NA
b8h8uy0d,23mbj83y,-1
8qkm4op5,23mbj83y,-1
NA,23mbj83y,NA
qtd4nwnf,23mbj83y,-1
tpx46qea,23mbj83y,0
js5eao29,23mbj83y,-1
pv34xizl,23mbj83y,-1
zo8vfvom,23mbj83y,-1
nxb120ab,23mbj83y,-1
ywj7r6yv,23mbj83y,0
ky74qsy5,23mbj83y,1
u6iy9n7v,23mbj83y,1
ttgp5d1q,23mbj83y,-1
rsqgxgj7,23mbj83y,1
23mbj83y,23mbj83y,0
100,23mbj83y,1
w76lz2ap,23mbj83y,-1
fake0,nxb120ab,NA
NA,nxb120ab,NA
fake,nxb120ab,NA
ny7i65xf,nxb120ab,-1
0ty8p249,nxb120ab,-1
wo215i77,nxb120ab,-1
NA,nxb120ab,NA
we8zkaxp,nxb120ab,-1
8qy1knb8,nxb120ab,0
469aazzl,nxb120ab,-1
vnnwzoon,nxb120ab,0
kffjpkwm,nxb120ab,-1
y68rafkq,nxb120ab,0
cg5akdum,nxb120ab,NA
39grl1tb,nxb120ab,0
cl6iwdzj,nxb120ab,NA
fyzi3ukn,nxb120ab,-1
lvtt31qo,nxb120ab,0
yyx7zv50,nxb120ab,-1
e1h602xs,nxb120ab,-1
guoa029e,nxb120ab,0
xxkx1e1g,nxb120ab,0
ezfvh1yd,nxb120ab,1
zan8z6cj,nxb120ab,0
isrmkgxn,nxb120ab,0
9g3466ce,nxb120ab,1
ctvn5bcc,nxb120ab,1
b98i0q0c,nxb120ab,NA
NA,nxb120ab,NA
rmdv0zae,nxb120ab,0
5y5w27n8,nxb120ab,-1
b98i0q0c,nxb120ab,NA
e442rd3v,nxb120ab,1
gcfrvnrq,nxb120ab,NA
9njhgqjt,nxb120ab,NA
b8h8uy0d,nxb120ab,1
8qkm4op5,nxb120ab,0
NA,nxb120ab,NA
qtd4nwnf,nxb120ab,1
tpx46qea,nxb120ab,-1
js5eao29,nxb120ab,1
pv34xizl,nxb120ab,-1
zo8vfvom,nxb120ab,0
nxb120ab,nxb120ab,1
ywj7r6yv,nxb120ab,0
ky74qsy5,nxb120ab,0
u6iy9n7v,nxb120ab,-1
ttgp5d1q,nxb120ab,1
rsqgxgj7,nxb120ab,1
23mbj83y,nxb120ab,0
100,nxb120ab,0
w76lz2ap,nxb120ab,0
fake0,ezfvh1yd,NA
NA,ezfvh1yd,NA
fake,ezfvh1yd,NA
ny7i65xf,ezfvh1yd,0
0ty8p249,ezfvh1yd,-1
wo215i77,ezfvh1yd,0
NA,ezfvh1yd,NA
we8zkaxp,ezfvh1yd,-1
8qy1knb8,ezfvh1yd,0
469aazzl,ezfvh1yd,-1
vnnwzoon,ezfvh1yd,1
kffjpkwm,ezfvh1yd,0
y68rafkq,ezfvh1yd,1
cg5akdum,ezfvh1yd,NA
39grl1tb,ezfvh1yd,0
cl6iwdzj,ezfvh1yd,NA
fyzi3ukn,ezfvh1yd,-1
lvtt31qo,ezfvh1yd,-1
yyx7zv50,ezfvh1yd,-1
e1h602xs,ezfvh1yd,-1
guoa029e,ezfvh1yd,0
xxkx1e1g,ezfvh1yd,1
ezfvh1yd,ezfvh1yd,1
zan8z6cj,ezfvh1yd,0
isrmkgxn,ezfvh1yd,1
9g3466ce,ezfvh1yd,1
ctvn5bcc,ezfvh1yd,1
b98i0q0c,ezfvh1yd,NA
NA,ezfvh1yd,NA
rmdv0zae,ezfvh1yd,1
5y5w27n8,ezfvh1yd,1
b98i0q0c,ezfvh1yd,NA
e442rd3v,ezfvh1yd,0
gcfrvnrq,ezfvh1yd,NA
9njhgqjt,ezfvh1yd,NA
b8h8uy0d,ezfvh1yd,1
8qkm4op5,ezfvh1yd,0
NA,ezfvh1yd,NA
qtd4nwnf,ezfvh1yd,1
tpx46qea,ezfvh1yd,-1
js5eao29,ezfvh1yd,1
pv34xizl,ezfvh1yd,-1
zo8vfvom,ezfvh1yd,1
nxb120ab,ezfvh1yd,1
ywj7r6yv,ezfvh1yd,0
ky74qsy5,ezfvh1yd,0
u6iy9n7v,ezfvh1yd,-1
ttgp5d1q,ezfvh1yd,0
rsqgxgj7,ezfvh1yd,0
23mbj83y,ezfvh1yd,-1
100,ezfvh1yd,0
w76lz2ap,ezfvh1yd,1
fake0,xxkx1e1g,NA
NA,xxkx1e1g,NA
fake,xxkx1e1g,NA
ny7i65xf,xxkx1e1g,1
0ty8p249,xxkx1e1g,1
wo215i77,xxkx1e1g,1
NA,xxkx1e1g,NA
we8zkaxp,xxkx1e1g,1
8qy1knb8,xxkx1e1g,1
469aazzl,xxkx1e1g,0
vnnwzoon,xxkx1e1g,0
kffjpkwm,xxkx1e1g,1
y68rafkq,xxkx1e1g,-1
cg5akdum,xxkx1e1g,NA
39grl1tb,xxkx1e1g,1
cl6iwdzj,xxkx1e1g,NA
fyzi3ukn,xxkx1e1g,1
lvtt31qo,xxkx1e1g,-1
yyx7zv50,xxkx1e1g,1
e1h602xs,xxkx1e1g,1
guoa029e,xxkx1e1g,1
xxkx1e1g,xxkx1e1g,1
ezfvh1yd,xxkx1e1g,-1
zan8z6cj,xxkx1e1g,-1
isrmkgxn,xxkx1e1g,-1
9g3466ce,xxkx1e1g,-1
ctvn5bcc,xxkx1e1g,-1
b98i0q0c,xxkx1e1g,NA
NA,xxkx1e1g,NA
rmdv0zae,xxkx1e1g,-1
5y5w27n8,xxkx1e1g,0
b98i0q0c,xxkx1e1g,NA
e442rd3v,xxkx1e1g,0
gcfrvnrq,xxkx1e1g,NA
9njhgqjt,xxkx1e1g,NA
b8h8uy0d,xxkx1e1g,-1
8qkm4op5,xxkx1e1g,-1
NA,xxkx1e1g,NA
qtd4nwnf,xxkx1e1g,1
tpx46qea,xxkx1e1g,-1
js5eao29,xxkx1e1g,1
pv34xizl,xxkx1e1g,-1
zo8vfvom,xxkx1e1g,-1
nxb120ab,xxkx1e1g,-1
ywj7r6yv,xxkx1e1g,0
ky74qsy5,xxkx1e1g,1
u6iy9n7v,xxkx1e1g,-1
ttgp5d1q,xxkx1e1g,-1
rsqgxgj7,xxkx1e1g,0
23mbj83y,xxkx1e1g,1
100,xxkx1e1g,1
w76lz2ap,xxkx1e1g,1
fake0,ywj7r6yv,NA
NA,ywj7r6yv,NA
fake,ywj7r6yv,NA
ny7i65xf,ywj7r6yv,-1
0ty8p249,ywj7r6yv,-1
wo215i77,ywj7r6yv,1
NA,ywj7r6yv,NA
we8zkaxp,ywj7r6yv,-1
8qy1knb8,ywj7r6yv,-1
469aazzl,ywj7r6yv,0
vnnwzoon,ywj7r6yv,-1
kffjpkwm,ywj7r6yv,-1
y68rafkq,ywj7r6yv,-1
cg5akdum,ywj7r6yv,NA
39grl1tb,ywj7r6yv,0
cl6iwdzj,ywj7r6yv,NA
fyzi3ukn,ywj7r6yv,-1
lvtt31qo,ywj7r6yv,-1
yyx7zv50,ywj7r6yv,-1
e1h602xs,ywj7r6yv,-1
guoa029e,ywj7r6yv,-1
xxkx1e1g,ywj7r6yv,1
ezfvh1yd,ywj7r6yv,-1
zan8z6cj,ywj7r6yv,-1
isrmkgxn,ywj7r6yv,-1
9g3466ce,ywj7r6yv,-1
ctvn5bcc,ywj7r6yv,1
b98i0q0c,ywj7r6yv,NA
NA,ywj7r6yv,NA
rmdv0zae,ywj7r6yv,-1
5y5w27n8,ywj7r6yv,0
b98i0q0c,ywj7r6yv,NA
e442rd3v,ywj7r6yv,0
gcfrvnrq,ywj7r6yv,NA
9njhgqjt,ywj7r6yv,NA
b8h8uy0d,ywj7r6yv,-1
8qkm4op5,ywj7r6yv,0
NA,ywj7r6yv,NA
qtd4nwnf,ywj7r6yv,0
tpx46qea,ywj7r6yv,-1
js5eao29,ywj7r6yv,0
pv34xizl,ywj7r6yv,-1
zo8vfvom,ywj7r6yv,1
nxb120ab,ywj7r6yv,1
ywj7r6yv,ywj7r6yv,0
ky74qsy5,ywj7r6yv,-1
u6iy9n7v,ywj7r6yv,-1
ttgp5d1q,ywj7r6yv,0
rsqgxgj7,ywj7r6yv,1
23mbj83y,ywj7r6yv,1
100,ywj7r6yv,0
w76lz2ap,ywj7r6yv,0
fake0,zan8z6cj,NA
NA,zan8z6cj,NA
fake,zan8z6cj,NA
ny7i65xf,zan8z6cj,-1
0ty8p249,zan8z6cj,1
wo215i77,zan8z6cj,1
NA,zan8z6cj,NA
we8zkaxp,zan8z6cj,-1
8qy1knb8,zan8z6cj,0
469aazzl,zan8z6cj,0
vnnwzoon,zan8z6cj,1
kffjpkwm,zan8z6cj,1
y68rafkq,zan8z6cj,0
cg5akdum,zan8z6cj,NA
39grl1tb,zan8z6cj,0
cl6iwdzj,zan8z6cj,NA
fyzi3ukn,zan8z6cj,1
lvtt31qo,zan8z6cj,1
yyx7zv50,zan8z6cj,-1
e1h602xs,zan8z6cj,-1
guoa029e,zan8z6cj,-1
xxkx1e1g,zan8z6cj,0
ezfvh1yd,zan8z6cj,-1
zan8z6cj,zan8z6cj,1
isrmkgxn,zan8z6cj,-1
9g3466ce,zan8z6cj,0
ctvn5bcc,zan8z6cj,-1
b98i0q0c,zan8z6cj,NA
NA,zan8z6cj,NA
rmdv0zae,zan8z6cj,-1
5y5w27n8,zan8z6cj,0
b98i0q0c,zan8z6cj,NA
e442rd3v,zan8z6cj,-1
gcfrvnrq,zan8z6cj,NA
9njhgqjt,zan8z6cj,NA
b8h8uy0d,zan8z6cj,-1
8qkm4op5,zan8z6cj,1
NA,zan8z6cj,NA
qtd4nwnf,zan8z6cj,0
tpx46qea,zan8z6cj,-1
js5eao29,zan8z6cj,1
pv34xizl,zan8z6cj,1
zo8vfvom,zan8z6cj,0
nxb120ab,zan8z6cj,0
ywj7r6yv,zan8z6cj,0
ky74qsy5,zan8z6cj,1
u6iy9n7v,zan8z6cj,0
ttgp5d1q,zan8z6cj,1
rsqgxgj7,zan8z6cj,-1
23mbj83y,zan8z6cj,-1
100,zan8z6cj,1
w76lz2ap,zan8z6cj,1
fake0,js5eao29,NA
NA,js5eao29,NA
fake,js5eao29,NA
ny7i65xf,js5eao29,-1
0ty8p249,js5eao29,-1
wo215i77,js5eao29,1
NA,js5eao29,NA
we8zkaxp,js5eao29,-1
8qy1knb8,js5eao29,0
469aazzl,js5eao29,0
vnnwzoon,js5eao29,0
kffjpkwm,js5eao29,0
y68rafkq,js5eao29,-1
cg5akdum,js5eao29,NA
39grl1tb,js5eao29,0
cl6iwdzj,js5eao29,NA
fyzi3ukn,js5eao29,0
lvtt31qo,js5eao29,0
yyx7zv50,js5eao29,-1
e1h602xs,js5eao29,-1
guoa029e,js5eao29,-1
xxkx1e1g,js5eao29,0
ezfvh1yd,js5eao29,-1
zan8z6cj,js5eao29,1
isrmkgxn,js5eao29,-1
9g3466ce,js5eao29,0
ctvn5bcc,js5eao29,1
b98i0q0c,js5eao29,NA
NA,js5eao29,NA
rmdv0zae,js5eao29,0
5y5w27n8,js5eao29,-1
b98i0q0c,js5eao29,NA
e442rd3v,js5eao29,0
gcfrvnrq,js5eao29,NA
9njhgqjt,js5eao29,NA
b8h8uy0d,js5eao29,-1
8qkm4op5,js5eao29,1
NA,js5eao29,NA
qtd4nwnf,js5eao29,-1
tpx46qea,js5eao29,0
js5eao29,js5eao29,1
pv34xizl,js5eao29,1
zo8vfvom,js5eao29,1
nxb120ab,js5eao29,-1
ywj7r6yv,js5eao29,0
ky74qsy5,js5eao29,-1
u6iy9n7v,js5eao29,-1
ttgp5d1q,js5eao29,1
rsqgxgj7,js5eao29,0
23mbj83y,js5eao29,-1
100,js5eao29,0
w76lz2ap,js5eao29,1
fake0,0ty8p249,NA
NA,0ty8p249,NA
fake,0ty8p249,NA
ny7i65xf,0ty8p249,-1
0ty8p249,0ty8p249,1
wo215i77,0ty8p249,1
NA,0ty8p249,NA
we8zkaxp,0ty8p249,1
8qy1knb8,0ty8p249,0
469aazzl,0ty8p249,0
vnnwzoon,0ty8p249,0
kffjpkwm,0ty8p249,1
y68rafkq,0ty8p249,-1
cg5akdum,0ty8p249,NA
39grl1tb,0ty8p249,1
cl6iwdzj,0ty8p249,NA
fyzi3ukn,0ty8p249,0
lvtt31qo,0ty8p249,-1
yyx7zv50,0ty8p249,1
e1h602xs,0ty8p249,1
guoa029e,0ty8p249,0
xxkx1e1g,0ty8p249,1
ezfvh1yd,0ty8p249,-1
zan8z6cj,0ty8p249,0
isrmkgxn,0ty8p249,-1
9g3466ce,0ty8p249,0
ctvn5bcc,0ty8p249,-1
b98i0q0c,0ty8p249,NA
NA,0ty8p249,NA
rmdv0zae,0ty8p249,-1
5y5w27n8,0ty8p249,1
b98i0q0c,0ty8p249,NA
e442rd3v,0ty8p249,0
gcfrvnrq,0ty8p249,NA
9njhgqjt,0ty8p249,NA
b8h8uy0d,0ty8p249,-1
8qkm4op5,0ty8p249,0
NA,0ty8p249,NA
qtd4nwnf,0ty8p249,1
tpx46qea,0ty8p249,-1
js5eao29,0ty8p249,0
pv34xizl,0ty8p249,-1
zo8vfvom,0ty8p249,1
nxb120ab,0ty8p249,-1
ywj7r6yv,0ty8p249,0
ky74qsy5,0ty8p249,0
u6iy9n7v,0ty8p249,-1
ttgp5d1q,0ty8p249,-1
rsqgxgj7,0ty8p249,1
23mbj83y,0ty8p249,1
100,0ty8p249,0
w76lz2ap,0ty8p249,1
fake0,8qkm4op5,NA
NA,8qkm4op5,NA
fake,8qkm4op5,NA
ny7i65xf,8qkm4op5,-1
0ty8p249,8qkm4op5,-1
wo215i77,8qkm4op5,-1
NA,8qkm4op5,NA
we8zkaxp,8qkm4op5,-1
8qy1knb8,8qkm4op5,-1
469aazzl,8qkm4op5,-1
vnnwzoon,8qkm4op5,0
kffjpkwm,8qkm4op5,1
y68rafkq,8qkm4op5,-1
cg5akdum,8qkm4op5,NA
39grl1tb,8qkm4op5,-1
cl6iwdzj,8qkm4op5,NA
fyzi3ukn,8qkm4op5,-1
lvtt31qo,8qkm4op5,-1
yyx7zv50,8qkm4op5,-1
e1h602xs,8qkm4op5,-1
guoa029e,8qkm4op5,-1
xxkx1e1g,8qkm4op5,0
ezfvh1yd,8qkm4op5,-1
zan8z6cj,8qkm4op5,0
isrmkgxn,8qkm4op5,1
9g3466ce,8qkm4op5,-1
ctvn5bcc,8qkm4op5,-1
b98i0q0c,8qkm4op5,NA
NA,8qkm4op5,NA
rmdv0zae,8qkm4op5,0
5y5w27n8,8qkm4op5,1
b98i0q0c,8qkm4op5,NA
e442rd3v,8qkm4op5,1
gcfrvnrq,8qkm4op5,NA
9njhgqjt,8qkm4op5,NA
b8h8uy0d,8qkm4op5,1
8qkm4op5,8qkm4op5,1
NA,8qkm4op5,NA
qtd4nwnf,8qkm4op5,1
tpx46qea,8qkm4op5,-1
js5eao29,8qkm4op5,1
pv34xizl,8qkm4op5,-1
zo8vfvom,8qkm4op5,1
nxb120ab,8qkm4op5,1
ywj7r6yv,8qkm4op5,0
ky74qsy5,8qkm4op5,0
u6iy9n7v,8qkm4op5,0
ttgp5d1q,8qkm4op5,-1
rsqgxgj7,8qkm4op5,0
23mbj83y,8qkm4op5,-1
100,8qkm4op5,0
w76lz2ap,8qkm4op5,1
fake0,w76lz2ap,NA
NA,w76lz2ap,NA
fake,w76lz2ap,NA
ny7i65xf,w76lz2ap,-1
0ty8p249,w76lz2ap,1
wo215i77,w76lz2ap,1
NA,w76lz2ap,NA
we8zkaxp,w76lz2ap,1
8qy1knb8,w76lz2ap,0
469aazzl,w76lz2ap,-1
vnnwzoon,w76lz2ap,-1
kffjpkwm,w76lz2ap,1
y68rafkq,w76lz2ap,-1
cg5akdum,w76lz2ap,NA
39grl1tb,w76lz2ap,1
cl6iwdzj,w76lz2ap,NA
fyzi3ukn,w76lz2ap,-1
lvtt31qo,w76lz2ap,-1
yyx7zv50,w76lz2ap,-1
e1h602xs,w76lz2ap,-1
guoa029e,w76lz2ap,-1
xxkx1e1g,w76lz2ap,1
ezfvh1yd,w76lz2ap,0
zan8z6cj,w76lz2ap,1
isrmkgxn,w76lz2ap,-1
9g3466ce,w76lz2ap,0
ctvn5bcc,w76lz2ap,-1
b98i0q0c,w76lz2ap,NA
NA,w76lz2ap,NA
rmdv0zae,w76lz2ap,0
5y5w27n8,w76lz2ap,1
b98i0q0c,w76lz2ap,NA
e442rd3v,w76lz2ap,0
gcfrvnrq,w76lz2ap,NA
9njhgqjt,w76lz2ap,NA
b8h8uy0d,w76lz2ap,0
8qkm4op5,w76lz2ap,1
NA,w76lz2ap,NA
qtd4nwnf,w76lz2ap,-1
tpx46qea,w76lz2ap,-1
js5eao29,w76lz2ap,1
pv34xizl,w76lz2ap,1
zo8vfvom,w76lz2ap,-1
nxb120ab,w76lz2ap,-1
ywj7r6yv,w76lz2ap,0
ky74qsy5,w76lz2ap,0
u6iy9n7v,w76lz2ap,-1
ttgp5d1q,w76lz2ap,1
rsqgxgj7,w76lz2ap,0
23mbj83y,w76lz2ap,1
100,w76lz2ap,0
w76lz2ap,w76lz2ap,1
fake0,isrmkgxn,NA
NA,isrmkgxn,NA
fake,isrmkgxn,NA
ny7i65xf,isrmkgxn,-1
0ty8p249,isrmkgxn,0
wo215i77,isrmkgxn,1
NA,isrmkgxn,NA
we8zkaxp,isrmkgxn,0
8qy1knb8,isrmkgxn,0
469aazzl,isrmkgxn,-1
vnnwzoon,isrmkgxn,1
kffjpkwm,isrmkgxn,0
y68rafkq,isrmkgxn,1
cg5akdum,isrmkgxn,NA
39grl1tb,isrmkgxn,-1
cl6iwdzj,isrmkgxn,NA
fyzi3ukn,isrmkgxn,-1
lvtt31qo,isrmkgxn,-1
yyx7zv50,isrmkgxn,-1
e1h602xs,isrmkgxn,-1
guoa029e,isrmkgxn,-1
xxkx1e1g,isrmkgxn,0
ezfvh1yd,isrmkgxn,1
zan8z6cj,isrmkgxn,0
isrmkgxn,isrmkgxn,1
9g3466ce,isrmkgxn,1
ctvn5bcc,isrmkgxn,-1
b98i0q0c,isrmkgxn,NA
NA,isrmkgxn,NA
rmdv0zae,isrmkgxn,1
5y5w27n8,isrmkgxn,0
b98i0q0c,isrmkgxn,NA
e442rd3v,isrmkgxn,0
gcfrvnrq,isrmkgxn,NA
9njhgqjt,isrmkgxn,NA
b8h8uy0d,isrmkgxn,1
8qkm4op5,isrmkgxn,1
NA,isrmkgxn,NA
qtd4nwnf,isrmkgxn,1
tpx46qea,isrmkgxn,-1
js5eao29,isrmkgxn,0
pv34xizl,isrmkgxn,0
zo8vfvom,isrmkgxn,1
nxb120ab,isrmkgxn,1
ywj7r6yv,isrmkgxn,0
ky74qsy5,isrmkgxn,0
u6iy9n7v,isrmkgxn,-1
ttgp5d1q,isrmkgxn,0
rsqgxgj7,isrmkgxn,1
23mbj83y,isrmkgxn,-1
100,isrmkgxn,0
w76lz2ap,isrmkgxn,0
fake0,kffjpkwm,NA
NA,kffjpkwm,NA
fake,kffjpkwm,NA
ny7i65xf,kffjpkwm,0
0ty8p249,kffjpkwm,1
wo215i77,kffjpkwm,1
NA,kffjpkwm,NA
we8zkaxp,kffjpkwm,1
8qy1knb8,kffjpkwm,1
469aazzl,kffjpkwm,0
vnnwzoon,kffjpkwm,-1
kffjpkwm,kffjpkwm,0
y68rafkq,kffjpkwm,-1
cg5akdum,kffjpkwm,NA
39grl1tb,kffjpkwm,1
cl6iwdzj,kffjpkwm,NA
fyzi3ukn,kffjpkwm,0
lvtt31qo,kffjpkwm,-1
yyx7zv50,kffjpkwm,1
e1h602xs,kffjpkwm,1
guoa029e,kffjpkwm,-1
xxkx1e1g,kffjpkwm,1
ezfvh1yd,kffjpkwm,-1
zan8z6cj,kffjpkwm,0
isrmkgxn,kffjpkwm,0
9g3466ce,kffjpkwm,-1
ctvn5bcc,kffjpkwm,-1
b98i0q0c,kffjpkwm,NA
NA,kffjpkwm,NA
rmdv0zae,kffjpkwm,-1
5y5w27n8,kffjpkwm,1
b98i0q0c,kffjpkwm,NA
e442rd3v,kffjpkwm,0
gcfrvnrq,kffjpkwm,NA
9njhgqjt,kffjpkwm,NA
b8h8uy0d,kffjpkwm,-1
8qkm4op5,kffjpkwm,1
NA,kffjpkwm,NA
qtd4nwnf,kffjpkwm,-1
tpx46qea,kffjpkwm,-1
js5eao29,kffjpkwm,0
pv34xizl,kffjpkwm,-1
zo8vfvom,kffjpkwm,1
nxb120ab,kffjpkwm,-1
ywj7r6yv,kffjpkwm,0
ky74qsy5,kffjpkwm,-1
u6iy9n7v,kffjpkwm,-1
ttgp5d1q,kffjpkwm,-1
rsqgxgj7,kffjpkwm,0
23mbj83y,kffjpkwm,1
100,kffjpkwm,0
w76lz2ap,kffjpkwm,1
fake0,b8h8uy0d,NA
NA,b8h8uy0d,NA
fake,b8h8uy0d,NA
ny7i65xf,b8h8uy0d,-1
0ty8p249,b8h8uy0d,0
wo215i77,b8h8uy0d,1
NA,b8h8uy0d,NA
we8zkaxp,b8h8uy0d,-1
8qy1knb8,b8h8uy0d,0
469aazzl,b8h8uy0d,-1
vnnwzoon,b8h8uy0d,1
kffjpkwm,b8h8uy0d,-1
y68rafkq,b8h8uy0d,1
cg5akdum,b8h8uy0d,NA
39grl1tb,b8h8uy0d,-1
cl6iwdzj,b8h8uy0d,NA
fyzi3ukn,b8h8uy0d,-1
lvtt31qo,b8h8uy0d,-1
yyx7zv50,b8h8uy0d,-1
e1h602xs,b8h8uy0d,-1
guoa029e,b8h8uy0d,-1
xxkx1e1g,b8h8uy0d,0
ezfvh1yd,b8h8uy0d,1
zan8z6cj,b8h8uy0d,0
isrmkgxn,b8h8uy0d,1
9g3466ce,b8h8uy0d,1
ctvn5bcc,b8h8uy0d,-1
b98i0q0c,b8h8uy0d,NA
NA,b8h8uy0d,NA
rmdv0zae,b8h8uy0d,1
5y5w27n8,b8h8uy0d,-1
b98i0q0c,b8h8uy0d,NA
e442rd3v,b8h8uy0d,0
gcfrvnrq,b8h8uy0d,NA
9njhgqjt,b8h8uy0d,NA
b8h8uy0d,b8h8uy0d,1
8qkm4op5,b8h8uy0d,1
NA,b8h8uy0d,NA
qtd4nwnf,b8h8uy0d,1
tpx46qea,b8h8uy0d,NA
js5eao29,b8h8uy0d,0
pv34xizl,b8h8uy0d,-1
zo8vfvom,b8h8uy0d,1
nxb120ab,b8h8uy0d,1
ywj7r6yv,b8h8uy0d,0
ky74qsy5,b8h8uy0d,-1
u6iy9n7v,b8h8uy0d,-1
ttgp5d1q,b8h8uy0d,-1
rsqgxgj7,b8h8uy0d,1
23mbj83y,b8h8uy0d,-1
100,b8h8uy0d,1
w76lz2ap,b8h8uy0d,0
fake0,469aazzl,NA
NA,469aazzl,NA
fake,469aazzl,NA
ny7i65xf,469aazzl,0
0ty8p249,469aazzl,1
wo215i77,469aazzl,1
NA,469aazzl,NA
we8zkaxp,469aazzl,0
8qy1knb8,469aazzl,1
469aazzl,469aazzl,1
vnnwzoon,469aazzl,0
kffjpkwm,469aazzl,1
y68rafkq,469aazzl,-1
cg5akdum,469aazzl,NA
39grl1tb,469aazzl,0
cl6iwdzj,469aazzl,NA
fyzi3ukn,469aazzl,-1
lvtt31qo,469aazzl,0
yyx7zv50,469aazzl,-1
e1h602xs,469aazzl,0
guoa029e,469aazzl,1
xxkx1e1g,469aazzl,1
ezfvh1yd,469aazzl,-1
zan8z6cj,469aazzl,0
isrmkgxn,469aazzl,-1
9g3466ce,469aazzl,-1
ctvn5bcc,469aazzl,1
b98i0q0c,469aazzl,NA
NA,469aazzl,NA
rmdv0zae,469aazzl,0
5y5w27n8,469aazzl,-1
b98i0q0c,469aazzl,NA
e442rd3v,469aazzl,0
gcfrvnrq,469aazzl,NA
9njhgqjt,469aazzl,NA
b8h8uy0d,469aazzl,0
8qkm4op5,469aazzl,-1
NA,469aazzl,NA
qtd4nwnf,469aazzl,-1
tpx46qea,469aazzl,NA
js5eao29,469aazzl,0
pv34xizl,469aazzl,0
zo8vfvom,469aazzl,1
nxb120ab,469aazzl,-1
ywj7r6yv,469aazzl,0
ky74qsy5,469aazzl,0
u6iy9n7v,469aazzl,-1
ttgp5d1q,469aazzl,-1
rsqgxgj7,469aazzl,0
23mbj83y,469aazzl,-1
100,469aazzl,0
w76lz2ap,469aazzl,-1
fake0,rsqgxgj7,NA
NA,rsqgxgj7,NA
fake,rsqgxgj7,NA
ny7i65xf,rsqgxgj7,0
0ty8p249,rsqgxgj7,-1
wo215i77,rsqgxgj7,-1
NA,rsqgxgj7,NA
we8zkaxp,rsqgxgj7,0
8qy1knb8,rsqgxgj7,-1
469aazzl,rsqgxgj7,-1
vnnwzoon,rsqgxgj7,-1
kffjpkwm,rsqgxgj7,0
y68rafkq,rsqgxgj7,-1
cg5akdum,rsqgxgj7,NA
39grl1tb,rsqgxgj7,-1
cl6iwdzj,rsqgxgj7,NA
fyzi3ukn,rsqgxgj7,-1
lvtt31qo,rsqgxgj7,-1
yyx7zv50,rsqgxgj7,-1
e1h602xs,rsqgxgj7,-1
guoa029e,rsqgxgj7,-1
xxkx1e1g,rsqgxgj7,0
