from,to,weight
ohv0c981,ezfvh1yd,1
tpx46qea,ezfvh1yd,1
469aazzl,ezfvh1yd,0
ny7i65xf,ezfvh1yd,0
e442rd3v,xxkx1e1g,0
gauukniy,xxkx1e1g,1
zan8z6cj,xxkx1e1g,0
xxkx1e1g,xxkx1e1g,1
299wzuz4,xxkx1e1g,0
wo215i77,xxkx1e1g,1
cl6iwdzj,xxkx1e1g,1
5y5w27n8,xxkx1e1g,1
pv34xizl,xxkx1e1g,0
qtd4nwnf,xxkx1e1g,1
m36p5uu7,xxkx1e1g,0
vnnwzoon,xxkx1e1g,1
8qy1knb8,xxkx1e1g,1
we8zkaxp,xxkx1e1g,1
ohv0c981,xxkx1e1g,0
tpx46qea,xxkx1e1g,0
469aazzl,xxkx1e1g,1
ny7i65xf,xxkx1e1g,1
e442rd3v,ohv0c981,0
gauukniy,ohv0c981,1
zan8z6cj,ohv0c981,1
xxkx1e1g,ohv0c981,1
299wzuz4,ohv0c981,1
wo215i77,ohv0c981,1
cl6iwdzj,ohv0c981,0
5y5w27n8,ohv0c981,1
pv34xizl,ohv0c981,1
qtd4nwnf,ohv0c981,1
m36p5uu7,ohv0c981,0
vnnwzoon,ohv0c981,1
8qy1knb8,ohv0c981,1
we8zkaxp,ohv0c981,1
tpx46qea,ohv0c981,1
469aazzl,ohv0c981,1
ny7i65xf,ohv0c981,0
e442rd3v,ywj7r6yv,1
gauukniy,ywj7r6yv,1
zan8z6cj,ywj7r6yv,0
xxkx1e1g,ywj7r6yv,1
299wzuz4,ywj7r6yv,1
wo215i77,ywj7r6yv,1
cl6iwdzj,ywj7r6yv,1
5y5w27n8,ywj7r6yv,1
pv34xizl,ywj7r6yv,0
qtd4nwnf,ywj7r6yv,0
m36p5uu7,ywj7r6yv,1
vnnwzoon,ywj7r6yv,0
we8zkaxp,ywj7r6yv,0
ohv0c981,ywj7r6yv,1
tpx46qea,ywj7r6yv,0
469aazzl,ywj7r6yv,1
ny7i65xf,ywj7r6yv,0
e442rd3v,zhncnrqh,-1
gauukniy,zhncnrqh,1
zan8z6cj,zhncnrqh,0
xxkx1e1g,zhncnrqh,0
299wzuz4,zhncnrqh,0
wo215i77,zhncnrqh,0
cl6iwdzj,zhncnrqh,1
5y5w27n8,zhncnrqh,1
pv34xizl,zhncnrqh,1
qtd4nwnf,zhncnrqh,1
m36p5uu7,zhncnrqh,1
vnnwzoon,zhncnrqh,1
8qy1knb8,zhncnrqh,1
we8zkaxp,zhncnrqh,0
ohv0c981,zhncnrqh,1
tpx46qea,zhncnrqh,1
469aazzl,zhncnrqh,0
ny7i65xf,zhncnrqh,0
e442rd3v,zan8z6cj,-1
gauukniy,zan8z6cj,1
zan8z6cj,zan8z6cj,1
xxkx1e1g,zan8z6cj,1
299wzuz4,zan8z6cj,1
wo215i77,zan8z6cj,1
cl6iwdzj,zan8z6cj,1
5y5w27n8,zan8z6cj,1
pv34xizl,zan8z6cj,1
qtd4nwnf,zan8z6cj,1
m36p5uu7,zan8z6cj,1
vnnwzoon,zan8z6cj,1
8qy1knb8,zan8z6cj,1
we8zkaxp,zan8z6cj,1
ohv0c981,zan8z6cj,-1
tpx46qea,zan8z6cj,0
469aazzl,zan8z6cj,1
ny7i65xf,zan8z6cj,0
e442rd3v,js5eao29,0
gauukniy,js5eao29,1
zan8z6cj,js5eao29,1
xxkx1e1g,js5eao29,1
299wzuz4,js5eao29,1
wo215i77,js5eao29,1
cl6iwdzj,js5eao29,0
5y5w27n8,js5eao29,1
pv34xizl,js5eao29,1
qtd4nwnf,js5eao29,1
m36p5uu7,js5eao29,1
vnnwzoon,js5eao29,0
8qy1knb8,js5eao29,1
we8zkaxp,js5eao29,0
ohv0c981,js5eao29,0
tpx46qea,js5eao29,1
469aazzl,js5eao29,1
ny7i65xf,js5eao29,0
e442rd3v,0ty8p249,0
gauukniy,0ty8p249,0
zan8z6cj,0ty8p249,1
xxkx1e1g,0ty8p249,1
299wzuz4,0ty8p249,0
wo215i77,0ty8p249,1
cl6iwdzj,0ty8p249,1
5y5w27n8,0ty8p249,1
pv34xizl,0ty8p249,0
qtd4nwnf,0ty8p249,1
m36p5uu7,0ty8p249,0
vnnwzoon,0ty8p249,1
8qy1knb8,0ty8p249,1
we8zkaxp,0ty8p249,1
ohv0c981,0ty8p249,0
tpx46qea,0ty8p249,1
469aazzl,0ty8p249,1
ny7i65xf,0ty8p249,0
e442rd3v,li1ct8kz,0
gauukniy,li1ct8kz,1
zan8z6cj,li1ct8kz,1
xxkx1e1g,li1ct8kz,0
299wzuz4,li1ct8kz,0
wo215i77,li1ct8kz,0
cl6iwdzj,li1ct8kz,-1
5y5w27n8,li1ct8kz,1
pv34xizl,li1ct8kz,0
qtd4nwnf,li1ct8kz,0
m36p5uu7,li1ct8kz,-1
vnnwzoon,li1ct8kz,-1
we8zkaxp,li1ct8kz,1
ohv0c981,li1ct8kz,1
tpx46qea,li1ct8kz,-1
469aazzl,li1ct8kz,1
ny7i65xf,li1ct8kz,0
e442rd3v,8qkm4op5,-1
gauukniy,8qkm4op5,1
zan8z6cj,8qkm4op5,0
xxkx1e1g,8qkm4op5,1
299wzuz4,8qkm4op5,1
wo215i77,8qkm4op5,1
cl6iwdzj,8qkm4op5,0
5y5w27n8,8qkm4op5,1
pv34xizl,8qkm4op5,0
qtd4nwnf,8qkm4op5,-1
m36p5uu7,8qkm4op5,1
vnnwzoon,8qkm4op5,1
we8zkaxp,8qkm4op5,1
ohv0c981,8qkm4op5,0
tpx46qea,8qkm4op5,1
469aazzl,8qkm4op5,1
ny7i65xf,8qkm4op5,0
e442rd3v,zcuavqv2,-1
gauukniy,zcuavqv2,1
zan8z6cj,zcuavqv2,1
xxkx1e1g,zcuavqv2,1
299wzuz4,zcuavqv2,1
wo215i77,zcuavqv2,1
cl6iwdzj,zcuavqv2,1
5y5w27n8,zcuavqv2,1
pv34xizl,zcuavqv2,1
qtd4nwnf,zcuavqv2,1
m36p5uu7,zcuavqv2,1
vnnwzoon,zcuavqv2,1
8qy1knb8,zcuavqv2,1
we8zkaxp,zcuavqv2,1
ohv0c981,zcuavqv2,1
tpx46qea,zcuavqv2,1
469aazzl,zcuavqv2,1
ny7i65xf,zcuavqv2,1
e442rd3v,dlpw2qhs,0
gauukniy,dlpw2qhs,0
zan8z6cj,dlpw2qhs,0
xxkx1e1g,dlpw2qhs,0
299wzuz4,dlpw2qhs,1
wo215i77,dlpw2qhs,0
cl6iwdzj,dlpw2qhs,-1
5y5w27n8,dlpw2qhs,0
pv34xizl,dlpw2qhs,0
qtd4nwnf,dlpw2qhs,0
m36p5uu7,dlpw2qhs,0
vnnwzoon,dlpw2qhs,0
8qy1knb8,dlpw2qhs,1
we8zkaxp,dlpw2qhs,0
ohv0c981,dlpw2qhs,0
tpx46qea,dlpw2qhs,1
469aazzl,dlpw2qhs,1
ny7i65xf,dlpw2qhs,0
e442rd3v,isrmkgxn,0
gauukniy,isrmkgxn,1
zan8z6cj,isrmkgxn,0
xxkx1e1g,isrmkgxn,1
299wzuz4,isrmkgxn,0
wo215i77,isrmkgxn,0
cl6iwdzj,isrmkgxn,-1
5y5w27n8,isrmkgxn,1
pv34xizl,isrmkgxn,1
qtd4nwnf,isrmkgxn,1
m36p5uu7,isrmkgxn,1
vnnwzoon,isrmkgxn,1
we8zkaxp,isrmkgxn,1
ohv0c981,isrmkgxn,1
tpx46qea,isrmkgxn,1
469aazzl,isrmkgxn,0
ny7i65xf,isrmkgxn,0
e442rd3v,kffjpkwm,1
gauukniy,kffjpkwm,0
xxkx1e1g,kffjpkwm,1
299wzuz4,kffjpkwm,1
wo215i77,kffjpkwm,1
cl6iwdzj,kffjpkwm,1
5y5w27n8,kffjpkwm,1
pv34xizl,kffjpkwm,0
qtd4nwnf,kffjpkwm,1
m36p5uu7,kffjpkwm,1
vnnwzoon,kffjpkwm,0
8qy1knb8,kffjpkwm,1
we8zkaxp,kffjpkwm,1
ohv0c981,kffjpkwm,0
tpx46qea,kffjpkwm,0
469aazzl,kffjpkwm,1
ny7i65xf,kffjpkwm,0
e442rd3v,kffjpkwm,1
gauukniy,kffjpkwm,0
zan8z6cj,kffjpkwm,0
xxkx1e1g,kffjpkwm,1
299wzuz4,kffjpkwm,1
wo215i77,kffjpkwm,1
cl6iwdzj,kffjpkwm,1
5y5w27n8,kffjpkwm,1
pv34xizl,kffjpkwm,0
qtd4nwnf,kffjpkwm,1
vnnwzoon,kffjpkwm,0
8qy1knb8,kffjpkwm,1
ohv0c981,kffjpkwm,0
tpx46qea,kffjpkwm,0
469aazzl,kffjpkwm,1
ny7i65xf,kffjpkwm,0
e442rd3v,rsqgxgj7,0
gauukniy,rsqgxgj7,-1
zan8z6cj,rsqgxgj7,-1
xxkx1e1g,rsqgxgj7,0
299wzuz4,rsqgxgj7,0
wo215i77,rsqgxgj7,1
cl6iwdzj,rsqgxgj7,-1
5y5w27n8,rsqgxgj7,1
pv34xizl,rsqgxgj7,0
qtd4nwnf,rsqgxgj7,-1
m36p5uu7,rsqgxgj7,-1
vnnwzoon,rsqgxgj7,1
we8zkaxp,rsqgxgj7,1
ohv0c981,rsqgxgj7,0
tpx46qea,rsqgxgj7,0
469aazzl,rsqgxgj7,0
ny7i65xf,rsqgxgj7,0
e442rd3v,hdlqwv5w,1
gauukniy,hdlqwv5w,-1
zan8z6cj,hdlqwv5w,0
xxkx1e1g,hdlqwv5w,1
299wzuz4,hdlqwv5w,0
wo215i77,hdlqwv5w,1
cl6iwdzj,hdlqwv5w,-1
5y5w27n8,hdlqwv5w,1
pv34xizl,hdlqwv5w,1
qtd4nwnf,hdlqwv5w,0
m36p5uu7,hdlqwv5w,-1
vnnwzoon,hdlqwv5w,1
we8zkaxp,hdlqwv5w,1
ohv0c981,hdlqwv5w,0
tpx46qea,hdlqwv5w,1
469aazzl,hdlqwv5w,1
ny7i65xf,hdlqwv5w,0
e442rd3v,b8h8uy0d,0
gauukniy,b8h8uy0d,1
zan8z6cj,b8h8uy0d,0
xxkx1e1g,b8h8uy0d,0
299wzuz4,b8h8uy0d,1
wo215i77,b8h8uy0d,1
cl6iwdzj,b8h8uy0d,1
5y5w27n8,b8h8uy0d,1
pv34xizl,b8h8uy0d,0
qtd4nwnf,b8h8uy0d,1
m36p5uu7,b8h8uy0d,0
vnnwzoon,b8h8uy0d,1
ohv0c981,b8h8uy0d,0
tpx46qea,b8h8uy0d,1
469aazzl,b8h8uy0d,0
ny7i65xf,b8h8uy0d,0
e442rd3v,469aazzl,1
gauukniy,469aazzl,0
zan8z6cj,469aazzl,1
xxkx1e1g,469aazzl,1
299wzuz4,469aazzl,1
wo215i77,469aazzl,1
cl6iwdzj,469aazzl,0
5y5w27n8,469aazzl,1
pv34xizl,469aazzl,1
qtd4nwnf,469aazzl,0
m36p5uu7,469aazzl,0
vnnwzoon,469aazzl,1
we8zkaxp,469aazzl,1
ohv0c981,469aazzl,1
tpx46qea,469aazzl,1
469aazzl,469aazzl,1
ny7i65xf,469aazzl,1
e442rd3v,9g3466ce,1
gauukniy,9g3466ce,1
zan8z6cj,9g3466ce,1
xxkx1e1g,9g3466ce,1
299wzuz4,9g3466ce,1
wo215i77,9g3466ce,1
cl6iwdzj,9g3466ce,1
5y5w27n8,9g3466ce,1
pv34xizl,9g3466ce,1
qtd4nwnf,9g3466ce,1
m36p5uu7,9g3466ce,1
vnnwzoon,9g3466ce,1
we8zkaxp,9g3466ce,0
ohv0c981,9g3466ce,0
tpx46qea,9g3466ce,1
469aazzl,9g3466ce,0
ny7i65xf,9g3466ce,0
e442rd3v,e442rd3v,0
gauukniy,e442rd3v,0
zan8z6cj,e442rd3v,0
xxkx1e1g,e442rd3v,0
299wzuz4,e442rd3v,1
wo215i77,e442rd3v,0
cl6iwdzj,e442rd3v,-1
5y5w27n8,e442rd3v,0
pv34xizl,e442rd3v,0
qtd4nwnf,e442rd3v,0
m36p5uu7,e442rd3v,1
vnnwzoon,e442rd3v,-1
we8zkaxp,e442rd3v,0
ohv0c981,e442rd3v,0
tpx46qea,e442rd3v,1
469aazzl,e442rd3v,1
ny7i65xf,e442rd3v,0
e442rd3v,ky74qsy5,0
gauukniy,ky74qsy5,1
zan8z6cj,ky74qsy5,1
xxkx1e1g,ky74qsy5,1
299wzuz4,ky74qsy5,0
wo215i77,ky74qsy5,1
cl6iwdzj,ky74qsy5,1
5y5w27n8,ky74qsy5,0
pv34xizl,ky74qsy5,0
qtd4nwnf,ky74qsy5,1
m36p5uu7,ky74qsy5,0
vnnwzoon,ky74qsy5,0
we8zkaxp,ky74qsy5,1
ohv0c981,ky74qsy5,0
tpx46qea,ky74qsy5,0
469aazzl,ky74qsy5,0
ny7i65xf,ky74qsy5,1
e442rd3v,gauukniy,-1
gauukniy,gauukniy,0
zan8z6cj,gauukniy,1
xxkx1e1g,gauukniy,1
299wzuz4,gauukniy,1
wo215i77,gauukniy,1
cl6iwdzj,gauukniy,0
5y5w27n8,gauukniy,1
pv34xizl,gauukniy,0
qtd4nwnf,gauukniy,1
m36p5uu7,gauukniy,1
vnnwzoon,gauukniy,0
we8zkaxp,gauukniy,1
ohv0c981,gauukniy,0
tpx46qea,gauukniy,1
469aazzl,gauukniy,1
ny7i65xf,gauukniy,0
e442rd3v,ny7i65xf,1
gauukniy,ny7i65xf,0
zan8z6cj,ny7i65xf,-1
xxkx1e1g,ny7i65xf,1
299wzuz4,ny7i65xf,0
wo215i77,ny7i65xf,1
cl6iwdzj,ny7i65xf,1
5y5w27n8,ny7i65xf,0
pv34xizl,ny7i65xf,0
qtd4nwnf,ny7i65xf,0
m36p5uu7,ny7i65xf,0
vnnwzoon,ny7i65xf,0
we8zkaxp,ny7i65xf,1
ohv0c981,ny7i65xf,0
tpx46qea,ny7i65xf,1
469aazzl,ny7i65xf,1
ny7i65xf,ny7i65xf,0
e442rd3v,we8zkaxp,0
gauukniy,we8zkaxp,0
zan8z6cj,we8zkaxp,1
xxkx1e1g,we8zkaxp,1
299wzuz4,we8zkaxp,0
wo215i77,we8zkaxp,1
cl6iwdzj,we8zkaxp,1
5y5w27n8,we8zkaxp,1
pv34xizl,we8zkaxp,0
qtd4nwnf,we8zkaxp,1
m36p5uu7,we8zkaxp,1
vnnwzoon,we8zkaxp,1
8qy1knb8,we8zkaxp,1
ohv0c981,we8zkaxp,0
tpx46qea,we8zkaxp,0
469aazzl,we8zkaxp,1
ny7i65xf,we8zkaxp,0
e442rd3v,e1h602xs,1
gauukniy,e1h602xs,0
zan8z6cj,e1h602xs,-1
xxkx1e1g,e1h602xs,1
299wzuz4,e1h602xs,0
wo215i77,e1h602xs,1
cl6iwdzj,e1h602xs,0
5y5w27n8,e1h602xs,0
pv34xizl,e1h602xs,0
qtd4nwnf,e1h602xs,1
m36p5uu7,e1h602xs,0
vnnwzoon,e1h602xs,0
we8zkaxp,e1h602xs,1
ohv0c981,e1h602xs,0
tpx46qea,e1h602xs,1
469aazzl,e1h602xs,1
ny7i65xf,e1h602xs,1
e442rd3v,6mf4wd2z,0
gauukniy,6mf4wd2z,-1
zan8z6cj,6mf4wd2z,0
xxkx1e1g,6mf4wd2z,0
299wzuz4,6mf4wd2z,0
wo215i77,6mf4wd2z,1
cl6iwdzj,6mf4wd2z,-1
5y5w27n8,6mf4wd2z,0
pv34xizl,6mf4wd2z,0
qtd4nwnf,6mf4wd2z,0
m36p5uu7,6mf4wd2z,-1
vnnwzoon,6mf4wd2z,0
we8zkaxp,6mf4wd2z,1
ohv0c981,6mf4wd2z,0
tpx46qea,6mf4wd2z,1
469aazzl,6mf4wd2z,0
ny7i65xf,6mf4wd2z,0
e442rd3v,ctvn5bcc,0
gauukniy,ctvn5bcc,1
zan8z6cj,ctvn5bcc,0
