from,to,weight
xxkx1e1g,ctvn5bcc,1
299wzuz4,ctvn5bcc,1
wo215i77,ctvn5bcc,0
cl6iwdzj,ctvn5bcc,1
5y5w27n8,ctvn5bcc,1
pv34xizl,ctvn5bcc,0
qtd4nwnf,ctvn5bcc,1
m36p5uu7,ctvn5bcc,0
vnnwzoon,ctvn5bcc,0
we8zkaxp,ctvn5bcc,0
ohv0c981,ctvn5bcc,1
tpx46qea,ctvn5bcc,0
469aazzl,ctvn5bcc,1
ny7i65xf,ctvn5bcc,0
e442rd3v,wo215i77,0
gauukniy,wo215i77,1
zan8z6cj,wo215i77,0
xxkx1e1g,wo215i77,1
299wzuz4,wo215i77,1
wo215i77,wo215i77,1
cl6iwdzj,wo215i77,1
5y5w27n8,wo215i77,1
pv34xizl,wo215i77,0
qtd4nwnf,wo215i77,1
m36p5uu7,wo215i77,0
vnnwzoon,wo215i77,1
we8zkaxp,wo215i77,1
ohv0c981,wo215i77,0
tpx46qea,wo215i77,1
469aazzl,wo215i77,1
ny7i65xf,wo215i77,0
e442rd3v,rmdv0zae,-1
gauukniy,rmdv0zae,0
zan8z6cj,rmdv0zae,-1
xxkx1e1g,rmdv0zae,0
299wzuz4,rmdv0zae,0
wo215i77,rmdv0zae,1
cl6iwdzj,rmdv0zae,1
5y5w27n8,rmdv0zae,1
pv34xizl,rmdv0zae,1
qtd4nwnf,rmdv0zae,1
m36p5uu7,rmdv0zae,-1
vnnwzoon,rmdv0zae,0
we8zkaxp,rmdv0zae,0
ohv0c981,rmdv0zae,1
tpx46qea,rmdv0zae,0
469aazzl,rmdv0zae,1
ny7i65xf,rmdv0zae,0
e442rd3v,9njhgqjt,0
gauukniy,9njhgqjt,1
zan8z6cj,9njhgqjt,1
xxkx1e1g,9njhgqjt,1
299wzuz4,9njhgqjt,1
wo215i77,9njhgqjt,1
cl6iwdzj,9njhgqjt,0
5y5w27n8,9njhgqjt,1
pv34xizl,9njhgqjt,0
qtd4nwnf,9njhgqjt,1
m36p5uu7,9njhgqjt,1
vnnwzoon,9njhgqjt,1
8qy1knb8,9njhgqjt,1
we8zkaxp,9njhgqjt,1
ohv0c981,9njhgqjt,1
tpx46qea,9njhgqjt,1
469aazzl,9njhgqjt,1
ny7i65xf,9njhgqjt,0
e442rd3v,fyzi3ukn,1
gauukniy,fyzi3ukn,0
zan8z6cj,fyzi3ukn,1
xxkx1e1g,fyzi3ukn,1
299wzuz4,fyzi3ukn,1
wo215i77,fyzi3ukn,1
cl6iwdzj,fyzi3ukn,1
5y5w27n8,fyzi3ukn,1
pv34xizl,fyzi3ukn,0
qtd4nwnf,fyzi3ukn,-1
m36p5uu7,fyzi3ukn,0
vnnwzoon,fyzi3ukn,0
we8zkaxp,fyzi3ukn,1
ohv0c981,fyzi3ukn,0
tpx46qea,fyzi3ukn,0
469aazzl,fyzi3ukn,0
ny7i65xf,fyzi3ukn,1
e442rd3v,gcfrvnrq,0
gauukniy,gcfrvnrq,1
zan8z6cj,gcfrvnrq,1
xxkx1e1g,gcfrvnrq,1
299wzuz4,gcfrvnrq,1
wo215i77,gcfrvnrq,1
cl6iwdzj,gcfrvnrq,1
5y5w27n8,gcfrvnrq,1
pv34xizl,gcfrvnrq,1
qtd4nwnf,gcfrvnrq,1
m36p5uu7,gcfrvnrq,1
vnnwzoon,gcfrvnrq,1
we8zkaxp,gcfrvnrq,1
ohv0c981,gcfrvnrq,1
tpx46qea,gcfrvnrq,1
469aazzl,gcfrvnrq,0
ny7i65xf,gcfrvnrq,0
e442rd3v,noos3nra,0
gauukniy,noos3nra,0
zan8z6cj,noos3nra,1
xxkx1e1g,noos3nra,-1
299wzuz4,noos3nra,1
wo215i77,noos3nra,1
cl6iwdzj,noos3nra,1
5y5w27n8,noos3nra,1
pv34xizl,noos3nra,0
qtd4nwnf,noos3nra,1
m36p5uu7,noos3nra,1
vnnwzoon,noos3nra,1
8qy1knb8,noos3nra,1
we8zkaxp,noos3nra,1
ohv0c981,noos3nra,0
tpx46qea,noos3nra,1
469aazzl,noos3nra,0
ny7i65xf,noos3nra,0
e442rd3v,y68rafkq,0
gauukniy,y68rafkq,1
zan8z6cj,y68rafkq,1
xxkx1e1g,y68rafkq,1
299wzuz4,y68rafkq,1
wo215i77,y68rafkq,1
cl6iwdzj,y68rafkq,1
5y5w27n8,y68rafkq,1
pv34xizl,y68rafkq,1
qtd4nwnf,y68rafkq,1
m36p5uu7,y68rafkq,1
vnnwzoon,y68rafkq,1
we8zkaxp,y68rafkq,1
ohv0c981,y68rafkq,1
tpx46qea,y68rafkq,1
469aazzl,y68rafkq,0
ny7i65xf,y68rafkq,0
e442rd3v,cl6iwdzj,0
gauukniy,cl6iwdzj,0
zan8z6cj,cl6iwdzj,0
xxkx1e1g,cl6iwdzj,1
299wzuz4,cl6iwdzj,0
wo215i77,cl6iwdzj,1
cl6iwdzj,cl6iwdzj,1
5y5w27n8,cl6iwdzj,1
pv34xizl,cl6iwdzj,0
qtd4nwnf,cl6iwdzj,1
m36p5uu7,cl6iwdzj,1
vnnwzoon,cl6iwdzj,0
we8zkaxp,cl6iwdzj,0
ohv0c981,cl6iwdzj,0
tpx46qea,cl6iwdzj,1
469aazzl,cl6iwdzj,1
ny7i65xf,cl6iwdzj,0
e442rd3v,5y5w27n8,0
gauukniy,5y5w27n8,0
zan8z6cj,5y5w27n8,1
xxkx1e1g,5y5w27n8,1
299wzuz4,5y5w27n8,1
wo215i77,5y5w27n8,1
cl6iwdzj,5y5w27n8,0
5y5w27n8,5y5w27n8,1
pv34xizl,5y5w27n8,0
qtd4nwnf,5y5w27n8,1
m36p5uu7,5y5w27n8,0
vnnwzoon,5y5w27n8,1
we8zkaxp,5y5w27n8,1
ohv0c981,5y5w27n8,1
tpx46qea,5y5w27n8,1
469aazzl,5y5w27n8,1
ny7i65xf,5y5w27n8,1
e442rd3v,vnnwzoon,0
gauukniy,vnnwzoon,0
zan8z6cj,vnnwzoon,1
xxkx1e1g,vnnwzoon,1
299wzuz4,vnnwzoon,1
wo215i77,vnnwzoon,1
cl6iwdzj,vnnwzoon,1
5y5w27n8,vnnwzoon,1
pv34xizl,vnnwzoon,1
qtd4nwnf,vnnwzoon,1
m36p5uu7,vnnwzoon,1
vnnwzoon,vnnwzoon,1
8qy1knb8,vnnwzoon,1
we8zkaxp,vnnwzoon,1
ohv0c981,vnnwzoon,1
tpx46qea,vnnwzoon,1
469aazzl,vnnwzoon,1
ny7i65xf,vnnwzoon,1
e442rd3v,pv34xizl,0
gauukniy,pv34xizl,1
zan8z6cj,pv34xizl,1
xxkx1e1g,pv34xizl,1
299wzuz4,pv34xizl,1
wo215i77,pv34xizl,1
cl6iwdzj,pv34xizl,1
5y5w27n8,pv34xizl,1
pv34xizl,pv34xizl,1
qtd4nwnf,pv34xizl,1
m36p5uu7,pv34xizl,1
vnnwzoon,pv34xizl,1
we8zkaxp,pv34xizl,1
ohv0c981,pv34xizl,0
tpx46qea,pv34xizl,1
469aazzl,pv34xizl,1
ny7i65xf,pv34xizl,1
e442rd3v,8qy1knb8,0
gauukniy,8qy1knb8,-1
zan8z6cj,8qy1knb8,1
xxkx1e1g,8qy1knb8,1
299wzuz4,8qy1knb8,0
wo215i77,8qy1knb8,1
cl6iwdzj,8qy1knb8,0
5y5w27n8,8qy1knb8,1
pv34xizl,8qy1knb8,1
qtd4nwnf,8qy1knb8,1
m36p5uu7,8qy1knb8,1
vnnwzoon,8qy1knb8,0
we8zkaxp,8qy1knb8,1
ohv0c981,8qy1knb8,1
tpx46qea,8qy1knb8,1
469aazzl,8qy1knb8,1
ny7i65xf,8qy1knb8,0
e442rd3v,f3m5xl4b,0
gauukniy,f3m5xl4b,0
zan8z6cj,f3m5xl4b,-1
xxkx1e1g,f3m5xl4b,1
299wzuz4,f3m5xl4b,0
wo215i77,f3m5xl4b,0
cl6iwdzj,f3m5xl4b,-1
5y5w27n8,f3m5xl4b,1
pv34xizl,f3m5xl4b,0
qtd4nwnf,f3m5xl4b,0
m36p5uu7,f3m5xl4b,0
vnnwzoon,f3m5xl4b,0
we8zkaxp,f3m5xl4b,1
ohv0c981,f3m5xl4b,0
tpx46qea,f3m5xl4b,0
469aazzl,f3m5xl4b,0
ny7i65xf,f3m5xl4b,0
e442rd3v,o42b386c,0
gauukniy,o42b386c,1
zan8z6cj,o42b386c,1
xxkx1e1g,o42b386c,1
299wzuz4,o42b386c,1
wo215i77,o42b386c,1
cl6iwdzj,o42b386c,1
5y5w27n8,o42b386c,1
pv34xizl,o42b386c,0
qtd4nwnf,o42b386c,1
m36p5uu7,o42b386c,1
vnnwzoon,o42b386c,1
we8zkaxp,o42b386c,0
ohv0c981,o42b386c,1
tpx46qea,o42b386c,1
469aazzl,o42b386c,1
ny7i65xf,o42b386c,0
e442rd3v,lvtt31qo,0
gauukniy,lvtt31qo,1
zan8z6cj,lvtt31qo,1
xxkx1e1g,lvtt31qo,1
299wzuz4,lvtt31qo,1
wo215i77,lvtt31qo,1
cl6iwdzj,lvtt31qo,1
5y5w27n8,lvtt31qo,1
pv34xizl,lvtt31qo,1
qtd4nwnf,lvtt31qo,1
m36p5uu7,lvtt31qo,0
vnnwzoon,lvtt31qo,1
8qy1knb8,lvtt31qo,1
we8zkaxp,lvtt31qo,1
ohv0c981,lvtt31qo,1
tpx46qea,lvtt31qo,1
469aazzl,lvtt31qo,1
ny7i65xf,lvtt31qo,1
