"rt","stimulus","key_press","type","part","color","position","trial_type","trial_index","time_elapsed","internal_node_id","subject","accuracy"
"392","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""677.8"" fill=""green""/></svg>","83","stim_present","training","green","middle","html-keyboard-response","3","24251","0.0-2.0-0.0-1.0","b13k","true"
"343","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""358.5"" fill=""green""/></svg>","83","stim_present","training","green","left","html-keyboard-response","5","25097","0.0-2.0-0.0-1.1","b13k","true"
"349","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""358.5"" fill=""red""/></svg>","83","stim_present","training","red","left","html-keyboard-response","7","25949","0.0-2.0-0.0-1.2","b13k","false"
"327","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""1075.5"" fill=""red""/></svg>","76","stim_present","training","red","right","html-keyboard-response","9","26778","0.0-2.0-0.0-1.3","b13k","true"
"337","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""677.8"" fill=""red""/></svg>","76","stim_present","training","red","middle","html-keyboard-response","11","27616","0.0-2.0-0.0-1.4","b13k","true"
"421","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""1075.5"" fill=""green""/></svg>","83","stim_present","training","green","right","html-keyboard-response","13","28538","0.0-2.0-0.0-1.5","b13k","true"
"404","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""358.5"" fill=""red""/></svg>","76","stim_present","training","red","left","html-keyboard-response","15","29443","0.0-2.0-0.0-1.6","b13k","true"
"432","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""358.5"" fill=""green""/></svg>","83","stim_present","training","green","left","html-keyboard-response","17","30377","0.0-2.0-0.0-1.7","b13k","true"
"383","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""1075.5"" fill=""green""/></svg>","83","stim_present","training","green","right","html-keyboard-response","19","31262","0.0-2.0-0.0-1.8","b13k","true"
"377","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""1075.5"" fill=""red""/></svg>","76","stim_present","training","red","right","html-keyboard-response","21","32142","0.0-2.0-0.0-1.9","b13k","true"
"401","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""677.8"" fill=""red""/></svg>","76","stim_present","training","red","middle","html-keyboard-response","23","33046","0.0-2.0-0.0-1.10","b13k","true"
"385","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""677.8"" fill=""green""/></svg>","83","stim_present","training","green","middle","html-keyboard-response","25","33935","0.0-2.0-0.0-1.11","b13k","true"
"400","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""677.8"" fill=""red""/></svg>","83","stim_present","test","red","middle","html-keyboard-response","28","44203","0.0-3.0-0.0-1.0","b13k","false"
"441","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""1075.5"" fill=""red""/></svg>","76","stim_present","test","red","right","html-keyboard-response","30","45148","0.0-3.0-0.0-1.1","b13k","true"
"384","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""358.5"" fill=""green""/></svg>","83","stim_present","test","green","left","html-keyboard-response","32","46032","0.0-3.0-0.0-1.2","b13k","true"
"360","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""358.5"" fill=""red""/></svg>","76","stim_present","test","red","left","html-keyboard-response","34","46896","0.0-3.0-0.0-1.3","b13k","true"
"423","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""677.8"" fill=""green""/></svg>","83","stim_present","test","green","middle","html-keyboard-response","36","47822","0.0-3.0-0.0-1.4","b13k","true"
"343","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""1075.5"" fill=""green""/></svg>","83","stim_present","test","green","right","html-keyboard-response","38","48666","0.0-3.0-0.0-1.5","b13k","true"
"351","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""677.8"" fill=""green""/></svg>","83","stim_present","test","green","middle","html-keyboard-response","40","49518","0.0-3.0-0.0-1.6","b13k","true"
"449","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""358.5"" fill=""green""/></svg>","83","stim_present","test","green","left","html-keyboard-response","42","50470","0.0-3.0-0.0-1.7","b13k","true"
"337","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""1075.5"" fill=""green""/></svg>","83","stim_present","test","green","right","html-keyboard-response","44","51309","0.0-3.0-0.0-1.8","b13k","true"
"387","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""1075.5"" fill=""red""/></svg>","76","stim_present","test","red","right","html-keyboard-response","46","52199","0.0-3.0-0.0-1.9","b13k","true"
"356","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""358.5"" fill=""red""/></svg>","76","stim_present","test","red","left","html-keyboard-response","48","53056","0.0-3.0-0.0-1.10","b13k","true"
"290","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""677.8"" fill=""red""/></svg>","76","stim_present","test","red","middle","html-keyboard-response","50","53846","0.0-3.0-0.0-1.11","b13k","true"
"409","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""1075.5"" fill=""green""/></svg>","83","stim_present","test","green","right","html-keyboard-response","52","54758","0.0-3.0-0.0-1.12","b13k","true"
"384","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""358.5"" fill=""red""/></svg>","76","stim_present","test","red","left","html-keyboard-response","54","55643","0.0-3.0-0.0-1.13","b13k","true"
"402","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""358.5"" fill=""green""/></svg>","83","stim_present","test","green","left","html-keyboard-response","56","56545","0.0-3.0-0.0-1.14","b13k","true"
"360","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""1075.5"" fill=""red""/></svg>","76","stim_present","test","red","right","html-keyboard-response","58","57406","0.0-3.0-0.0-1.15","b13k","true"
"352","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""677.8"" fill=""red""/></svg>","76","stim_present","test","red","middle","html-keyboard-response","60","58259","0.0-3.0-0.0-1.16","b13k","true"
"427","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""677.8"" fill=""green""/></svg>","83","stim_present","test","green","middle","html-keyboard-response","62","59187","0.0-3.0-0.0-1.17","b13k","true"
"355","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""358.5"" fill=""green""/></svg>","83","stim_present","test","green","left","html-keyboard-response","64","60043","0.0-3.0-0.0-1.18","b13k","true"
"373","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""677.8"" fill=""red""/></svg>","76","stim_present","test","red","middle","html-keyboard-response","66","60916","0.0-3.0-0.0-1.19","b13k","true"
"458","<svg height=""784"" width=""1434""><rect height=""78.4"" width=""78.4""y=""352.8""x=""1075.5"" fill=""red""/></svg>","76","stim_present","test","red","right","html-keyboard-response","68","61877","0.0-3.0-0.0-1.20","b13k","true"
